"TIME","GEO","CITIZEN","AGE","SEX","Value","Flag and Footnotes"
"2002","Azerbaijan","Total","From 10 to 14 years","Females",":",""
"2002","Azerbaijan","Total","From 15 to 19 years","Females",":",""
"2002","Israel","Total","From 10 to 14 years","Females",":",""
"2002","Israel","Total","From 15 to 19 years","Females",":",""
"2003","European Union (27 countries)","Total","From 10 to 14 years","Females",":",""
"2003","European Union (27 countries)","Total","From 15 to 19 years","Females",":",""
"2003","Belgium","Total","From 10 to 14 years","Females",":",""
"2003","Belgium","Total","From 15 to 19 years","Females",":",""
"2003","Bulgaria","Total","From 10 to 14 years","Females",":",""
"2003","Bulgaria","Total","From 15 to 19 years","Females",":",""
"2003","Czech Republic","Total","From 10 to 14 years","Females","310,846",""
"2003","Czech Republic","Total","From 15 to 19 years","Females","324,580",""
"2003","Denmark","Total","From 10 to 14 years","Females","160,626",""
"2003","Denmark","Total","From 15 to 19 years","Females","140,015",""
"2003","Germany (until 1990 former territory of the FRG)","Total","From 10 to 14 years","Females",":",""
"2003","Germany (until 1990 former territory of the FRG)","Total","From 15 to 19 years","Females",":",""
"2003","Estonia","Total","From 10 to 14 years","Females",":",""
"2003","Estonia","Total","From 15 to 19 years","Females",":",""
"2003","Ireland","Total","From 10 to 14 years","Females",":",""
"2003","Ireland","Total","From 15 to 19 years","Females",":",""
"2003","Greece","Total","From 10 to 14 years","Females",":",""
"2003","Greece","Total","From 15 to 19 years","Females",":",""
"2003","Spain","Total","From 10 to 14 years","Females","1,024,649",""
"2003","Spain","Total","From 15 to 19 years","Females","1,175,737",""
"2003","France","Total","From 10 to 14 years","Females","1,873,426",""
"2003","France","Total","From 15 to 19 years","Females","1,921,897",""
"2003","Croatia","Total","From 10 to 14 years","Females","128,200",""
"2003","Croatia","Total","From 15 to 19 years","Females","142,800",""
"2003","Italy","Total","From 10 to 14 years","Females","1,386,884",""
"2003","Italy","Total","From 15 to 19 years","Females","1,408,961",""
"2003","Cyprus","Total","From 10 to 14 years","Females",":",""
"2003","Cyprus","Total","From 15 to 19 years","Females",":",""
"2003","Latvia","Total","From 10 to 14 years","Females","82,647",""
"2003","Latvia","Total","From 15 to 19 years","Females","91,971",""
"2003","Lithuania","Total","From 10 to 14 years","Females","127,435",""
"2003","Lithuania","Total","From 15 to 19 years","Females","133,354",""
"2003","Luxembourg","Total","From 10 to 14 years","Females",":",""
"2003","Luxembourg","Total","From 15 to 19 years","Females",":",""
"2003","Hungary","Total","From 10 to 14 years","Females","300,605",""
"2003","Hungary","Total","From 15 to 19 years","Females","316,852",""
"2003","Malta","Total","From 10 to 14 years","Females",":",""
"2003","Malta","Total","From 15 to 19 years","Females",":",""
"2003","Netherlands","Total","From 10 to 14 years","Females","489,802",""
"2003","Netherlands","Total","From 15 to 19 years","Females","467,148",""
"2003","Austria","Total","From 10 to 14 years","Females","235,771",""
"2003","Austria","Total","From 15 to 19 years","Females","234,201",""
"2003","Poland","Total","From 10 to 14 years","Females",":",""
"2003","Poland","Total","From 15 to 19 years","Females",":",""
"2003","Portugal","Total","From 10 to 14 years","Females",":",""
"2003","Portugal","Total","From 15 to 19 years","Females",":",""
"2003","Romania","Total","From 10 to 14 years","Females",":",""
"2003","Romania","Total","From 15 to 19 years","Females",":",""
"2003","Slovenia","Total","From 10 to 14 years","Females","54,891",""
"2003","Slovenia","Total","From 15 to 19 years","Females","63,797",""
"2003","Slovakia","Total","From 10 to 14 years","Females",":",""
"2003","Slovakia","Total","From 15 to 19 years","Females",":",""
"2003","Finland","Total","From 10 to 14 years","Females","161,188",""
"2003","Finland","Total","From 15 to 19 years","Females","157,991",""
"2003","Sweden","Total","From 10 to 14 years","Females","302,357",""
"2003","Sweden","Total","From 15 to 19 years","Females","258,740",""
"2003","United Kingdom","Total","From 10 to 14 years","Females","1,905,880",""
"2003","United Kingdom","Total","From 15 to 19 years","Females","1,840,524",""
"2003","Iceland","Total","From 10 to 14 years","Females","11,207",""
"2003","Iceland","Total","From 15 to 19 years","Females","10,107",""
"2003","Liechtenstein","Total","From 10 to 14 years","Females",":",""
"2003","Liechtenstein","Total","From 15 to 19 years","Females",":",""
"2003","Norway","Total","From 10 to 14 years","Females","150,245",""
"2003","Norway","Total","From 15 to 19 years","Females","132,490",""
"2003","Switzerland","Total","From 10 to 14 years","Females","214,005",""
"2003","Switzerland","Total","From 15 to 19 years","Females","205,269",""
"2003","Montenegro","Total","From 10 to 14 years","Females",":",""
"2003","Montenegro","Total","From 15 to 19 years","Females",":",""
"2003","Former Yugoslav Republic of Macedonia, the","Total","From 10 to 14 years","Females",":",""
"2003","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 19 years","Females",":",""
"2003","Albania","Total","From 10 to 14 years","Females",":",""
"2003","Albania","Total","From 15 to 19 years","Females",":",""
"2003","Turkey","Total","From 10 to 14 years","Females",":",""
"2003","Turkey","Total","From 15 to 19 years","Females",":",""
"2003","Andorra","Total","From 10 to 14 years","Females",":",""
"2003","Andorra","Total","From 15 to 19 years","Females",":",""
"2003","Moldova","Total","From 10 to 14 years","Females",":",""
"2003","Moldova","Total","From 15 to 19 years","Females",":",""
"2003","Ukraine","Total","From 10 to 14 years","Females",":",""
"2003","Ukraine","Total","From 15 to 19 years","Females",":",""
"2003","Tajikistan","Total","From 10 to 14 years","Females",":",""
"2003","Tajikistan","Total","From 15 to 19 years","Females",":",""
"2003","Uzbekistan","Total","From 10 to 14 years","Females",":",""
"2003","Uzbekistan","Total","From 15 to 19 years","Females",":",""
"2003","Armenia","Total","From 10 to 14 years","Females",":",""
"2003","Armenia","Total","From 15 to 19 years","Females",":",""
"2003","Azerbaijan","Total","From 10 to 14 years","Females",":",""
"2003","Azerbaijan","Total","From 15 to 19 years","Females",":",""
"2003","Israel","Total","From 10 to 14 years","Females",":",""
"2003","Israel","Total","From 15 to 19 years","Females",":",""
"2004","European Union (27 countries)","Total","From 10 to 14 years","Females",":",""
"2004","European Union (27 countries)","Total","From 15 to 19 years","Females",":",""
"2004","Belgium","Total","From 10 to 14 years","Females",":",""
"2004","Belgium","Total","From 15 to 19 years","Females",":",""
"2004","Bulgaria","Total","From 10 to 14 years","Females",":",""
"2004","Bulgaria","Total","From 15 to 19 years","Females",":",""
"2004","Czech Republic","Total","From 10 to 14 years","Females",":",""
"2004","Czech Republic","Total","From 15 to 19 years","Females",":",""
"2004","Denmark","Total","From 10 to 14 years","Females","164,642",""
"2004","Denmark","Total","From 15 to 19 years","Females","143,729",""
"2004","Germany (until 1990 former territory of the FRG)","Total","From 10 to 14 years","Females",":",""
"2004","Germany (until 1990 former territory of the FRG)","Total","From 15 to 19 years","Females",":",""
"2004","Estonia","Total","From 10 to 14 years","Females",":",""
"2004","Estonia","Total","From 15 to 19 years","Females",":",""
"2004","Ireland","Total","From 10 to 14 years","Females",":",""
"2004","Ireland","Total","From 15 to 19 years","Females",":",""
"2004","Greece","Total","From 10 to 14 years","Females","272,288",""
"2004","Greece","Total","From 15 to 19 years","Females","303,962",""
"2004","Spain","Total","From 10 to 14 years","Females","1,022,037",""
"2004","Spain","Total","From 15 to 19 years","Females","1,150,895",""
"2004","France","Total","From 10 to 14 years","Females",":",""
"2004","France","Total","From 15 to 19 years","Females",":",""
"2004","Croatia","Total","From 10 to 14 years","Females",":",""
"2004","Croatia","Total","From 15 to 19 years","Females",":",""
"2004","Italy","Total","From 10 to 14 years","Females","1,384,060",""
"2004","Italy","Total","From 15 to 19 years","Females","1,404,747",""
"2004","Cyprus","Total","From 10 to 14 years","Females",":",""
"2004","Cyprus","Total","From 15 to 19 years","Females",":",""
"2004","Latvia","Total","From 10 to 14 years","Females","77,166",""
"2004","Latvia","Total","From 15 to 19 years","Females","91,427",""
"2004","Lithuania","Total","From 10 to 14 years","Females","122,731",""
"2004","Lithuania","Total","From 15 to 19 years","Females","130,592",""
"2004","Luxembourg","Total","From 10 to 14 years","Females","13,498",""
"2004","Luxembourg","Total","From 15 to 19 years","Females","12,452",""
"2004","Hungary","Total","From 10 to 14 years","Females","297,094",""
"2004","Hungary","Total","From 15 to 19 years","Females","313,686",""
"2004","Malta","Total","From 10 to 14 years","Females",":",""
"2004","Malta","Total","From 15 to 19 years","Females",":",""
"2004","Netherlands","Total","From 10 to 14 years","Females","492,476",""
"2004","Netherlands","Total","From 15 to 19 years","Females","474,135",""
"2004","Austria","Total","From 10 to 14 years","Females","237,891",""
"2004","Austria","Total","From 15 to 19 years","Females","235,546",""
"2004","Poland","Total","From 10 to 14 years","Females",":",""
"2004","Poland","Total","From 15 to 19 years","Females",":",""
"2004","Portugal","Total","From 10 to 14 years","Females",":",""
"2004","Portugal","Total","From 15 to 19 years","Females",":",""
"2004","Romania","Total","From 10 to 14 years","Females","672,943",""
"2004","Romania","Total","From 15 to 19 years","Females","840,970",""
"2004","Slovenia","Total","From 10 to 14 years","Females","52,411",""
"2004","Slovenia","Total","From 15 to 19 years","Females","62,901",""
"2004","Slovakia","Total","From 10 to 14 years","Females",":",""
"2004","Slovakia","Total","From 15 to 19 years","Females",":",""
"2004","Finland","Total","From 10 to 14 years","Females",":",""
"2004","Finland","Total","From 15 to 19 years","Females",":",""
"2004","Sweden","Total","From 10 to 14 years","Females","303,958",""
"2004","Sweden","Total","From 15 to 19 years","Females","268,883",""
"2004","United Kingdom","Total","From 10 to 14 years","Females",":",""
"2004","United Kingdom","Total","From 15 to 19 years","Females",":",""
"2004","Iceland","Total","From 10 to 14 years","Females",":",""
"2004","Iceland","Total","From 15 to 19 years","Females",":",""
"2004","Liechtenstein","Total","From 10 to 14 years","Females",":",""
"2004","Liechtenstein","Total","From 15 to 19 years","Females",":",""
"2004","Norway","Total","From 10 to 14 years","Females","151,760",""
"2004","Norway","Total","From 15 to 19 years","Females","136,324",""
"2004","Switzerland","Total","From 10 to 14 years","Females","213,772",""
"2004","Switzerland","Total","From 15 to 19 years","Females","208,818",""
"2004","Montenegro","Total","From 10 to 14 years","Females",":",""
"2004","Montenegro","Total","From 15 to 19 years","Females",":",""
"2004","Former Yugoslav Republic of Macedonia, the","Total","From 10 to 14 years","Females",":",""
"2004","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 19 years","Females",":",""
"2004","Albania","Total","From 10 to 14 years","Females",":",""
"2004","Albania","Total","From 15 to 19 years","Females",":",""
"2004","Turkey","Total","From 10 to 14 years","Females",":",""
"2004","Turkey","Total","From 15 to 19 years","Females",":",""
"2004","Andorra","Total","From 10 to 14 years","Females",":",""
"2004","Andorra","Total","From 15 to 19 years","Females",":",""
"2004","Moldova","Total","From 10 to 14 years","Females",":",""
"2004","Moldova","Total","From 15 to 19 years","Females",":",""
"2004","Ukraine","Total","From 10 to 14 years","Females",":",""
"2004","Ukraine","Total","From 15 to 19 years","Females",":",""
"2004","Tajikistan","Total","From 10 to 14 years","Females",":",""
"2004","Tajikistan","Total","From 15 to 19 years","Females",":",""
"2004","Uzbekistan","Total","From 10 to 14 years","Females",":",""
"2004","Uzbekistan","Total","From 15 to 19 years","Females",":",""
"2004","Armenia","Total","From 10 to 14 years","Females",":",""
"2004","Armenia","Total","From 15 to 19 years","Females",":",""
"2004","Azerbaijan","Total","From 10 to 14 years","Females",":",""
"2004","Azerbaijan","Total","From 15 to 19 years","Females",":",""
"2004","Israel","Total","From 10 to 14 years","Females",":",""
"2004","Israel","Total","From 15 to 19 years","Females",":",""
"2005","European Union (27 countries)","Total","From 10 to 14 years","Females",":",""
"2005","European Union (27 countries)","Total","From 15 to 19 years","Females",":",""
"2005","Belgium","Total","From 10 to 14 years","Females",":",""
"2005","Belgium","Total","From 15 to 19 years","Females",":",""
"2005","Bulgaria","Total","From 10 to 14 years","Females",":",""
"2005","Bulgaria","Total","From 15 to 19 years","Females",":",""
"2005","Czech Republic","Total","From 10 to 14 years","Females","295,771",""
"2005","Czech Republic","Total","From 15 to 19 years","Females","321,148",""
"2005","Denmark","Total","From 10 to 14 years","Females",":",""
"2005","Denmark","Total","From 15 to 19 years","Females",":",""
"2005","Germany (until 1990 former territory of the FRG)","Total","From 10 to 14 years","Females",":",""
"2005","Germany (until 1990 former territory of the FRG)","Total","From 15 to 19 years","Females",":",""
"2005","Estonia","Total","From 10 to 14 years","Females",":",""
"2005","Estonia","Total","From 15 to 19 years","Females",":",""
"2005","Ireland","Total","From 10 to 14 years","Females",":",""
"2005","Ireland","Total","From 15 to 19 years","Females",":",""
"2005","Greece","Total","From 10 to 14 years","Females",":",""
"2005","Greece","Total","From 15 to 19 years","Females",":",""
"2005","Spain","Total","From 10 to 14 years","Females",":",""
"2005","Spain","Total","From 15 to 19 years","Females",":",""
"2005","France","Total","From 10 to 14 years","Females","1,905,294",""
"2005","France","Total","From 15 to 19 years","Females","2,021,116",""
"2005","Croatia","Total","From 10 to 14 years","Females",":",""
"2005","Croatia","Total","From 15 to 19 years","Females",":",""
"2005","Italy","Total","From 10 to 14 years","Females",":",""
"2005","Italy","Total","From 15 to 19 years","Females",":",""
"2005","Cyprus","Total","From 10 to 14 years","Females",":",""
"2005","Cyprus","Total","From 15 to 19 years","Females",":",""
"2005","Latvia","Total","From 10 to 14 years","Females","71,260",""
"2005","Latvia","Total","From 15 to 19 years","Females","90,157",""
"2005","Lithuania","Total","From 10 to 14 years","Females","117,011",""
"2005","Lithuania","Total","From 15 to 19 years","Females","126,902",""
"2005","Luxembourg","Total","From 10 to 14 years","Females",":",""
"2005","Luxembourg","Total","From 15 to 19 years","Females",":",""
"2005","Hungary","Total","From 10 to 14 years","Females",":",""
"2005","Hungary","Total","From 15 to 19 years","Females",":",""
"2005","Malta","Total","From 10 to 14 years","Females",":",""
"2005","Malta","Total","From 15 to 19 years","Females",":",""
"2005","Netherlands","Total","From 10 to 14 years","Females",":",""
"2005","Netherlands","Total","From 15 to 19 years","Females",":",""
"2005","Austria","Total","From 10 to 14 years","Females","238,046",""
"2005","Austria","Total","From 15 to 19 years","Females","237,055",""
"2005","Poland","Total","From 10 to 14 years","Females",":",""
"2005","Poland","Total","From 15 to 19 years","Females",":",""
"2005","Portugal","Total","From 10 to 14 years","Females",":",""
"2005","Portugal","Total","From 15 to 19 years","Females",":",""
"2005","Romania","Total","From 10 to 14 years","Females",":",""
"2005","Romania","Total","From 15 to 19 years","Females",":",""
"2005","Slovenia","Total","From 10 to 14 years","Females","50,857",""
"2005","Slovenia","Total","From 15 to 19 years","Females","61,278",""
"2005","Slovakia","Total","From 10 to 14 years","Females",":",""
"2005","Slovakia","Total","From 15 to 19 years","Females",":",""
"2005","Finland","Total","From 10 to 14 years","Females","162,552",""
"2005","Finland","Total","From 15 to 19 years","Females","155,531",""
"2005","Sweden","Total","From 10 to 14 years","Females",":",""
"2005","Sweden","Total","From 15 to 19 years","Females",":",""
"2005","United Kingdom","Total","From 10 to 14 years","Females",":",""
"2005","United Kingdom","Total","From 15 to 19 years","Females",":",""
"2005","Iceland","Total","From 10 to 14 years","Females",":",""
"2005","Iceland","Total","From 15 to 19 years","Females",":",""
"2005","Liechtenstein","Total","From 10 to 14 years","Females",":",""
"2005","Liechtenstein","Total","From 15 to 19 years","Females",":",""
"2005","Norway","Total","From 10 to 14 years","Females",":",""
"2005","Norway","Total","From 15 to 19 years","Females",":",""
"2005","Switzerland","Total","From 10 to 14 years","Females","212,850",""
"2005","Switzerland","Total","From 15 to 19 years","Females","211,681",""
"2005","Montenegro","Total","From 10 to 14 years","Females",":",""
"2005","Montenegro","Total","From 15 to 19 years","Females",":",""
"2005","Former Yugoslav Republic of Macedonia, the","Total","From 10 to 14 years","Females",":",""
"2005","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 19 years","Females",":",""
"2005","Albania","Total","From 10 to 14 years","Females",":",""
"2005","Albania","Total","From 15 to 19 years","Females",":",""
"2005","Turkey","Total","From 10 to 14 years","Females",":",""
"2005","Turkey","Total","From 15 to 19 years","Females",":",""
"2005","Andorra","Total","From 10 to 14 years","Females",":",""
"2005","Andorra","Total","From 15 to 19 years","Females",":",""
"2005","Moldova","Total","From 10 to 14 years","Females",":",""
"2005","Moldova","Total","From 15 to 19 years","Females",":",""
"2005","Ukraine","Total","From 10 to 14 years","Females",":",""
"2005","Ukraine","Total","From 15 to 19 years","Females",":",""
"2005","Tajikistan","Total","From 10 to 14 years","Females",":",""
"2005","Tajikistan","Total","From 15 to 19 years","Females",":",""
"2005","Uzbekistan","Total","From 10 to 14 years","Females",":",""
"2005","Uzbekistan","Total","From 15 to 19 years","Females",":",""
"2005","Armenia","Total","From 10 to 14 years","Females",":",""
"2005","Armenia","Total","From 15 to 19 years","Females",":",""
"2005","Azerbaijan","Total","From 10 to 14 years","Females",":",""
"2005","Azerbaijan","Total","From 15 to 19 years","Females",":",""
"2005","Israel","Total","From 10 to 14 years","Females",":",""
"2005","Israel","Total","From 15 to 19 years","Females",":",""
"2006","European Union (27 countries)","Total","From 10 to 14 years","Females",":",""
"2006","European Union (27 countries)","Total","From 15 to 19 years","Females",":",""
"2006","Belgium","Total","From 10 to 14 years","Females",":",""
"2006","Belgium","Total","From 15 to 19 years","Females",":",""
"2006","Bulgaria","Total","From 10 to 14 years","Females",":",""
"2006","Bulgaria","Total","From 15 to 19 years","Females",":",""
"2006","Czech Republic","Total","From 10 to 14 years","Females",":",""
"2006","Czech Republic","Total","From 15 to 19 years","Females",":",""
"2006","Denmark","Total","From 10 to 14 years","Females",":",""
"2006","Denmark","Total","From 15 to 19 years","Females",":",""
"2006","Germany (until 1990 former territory of the FRG)","Total","From 10 to 14 years","Females","2,002,035",""
"2006","Germany (until 1990 former territory of the FRG)","Total","From 15 to 19 years","Females","2,355,984",""
"2006","Estonia","Total","From 10 to 14 years","Females",":",""
"2006","Estonia","Total","From 15 to 19 years","Females",":",""
"2006","Ireland","Total","From 10 to 14 years","Females",":",""
"2006","Ireland","Total","From 15 to 19 years","Females",":",""
"2006","Greece","Total","From 10 to 14 years","Females",":",""
"2006","Greece","Total","From 15 to 19 years","Females",":",""
"2006","Spain","Total","From 10 to 14 years","Females",":",""
"2006","Spain","Total","From 15 to 19 years","Females",":",""
"2006","France","Total","From 10 to 14 years","Females",":",""
"2006","France","Total","From 15 to 19 years","Females",":",""
"2006","Croatia","Total","From 10 to 14 years","Females",":",""
"2006","Croatia","Total","From 15 to 19 years","Females",":",""
"2006","Italy","Total","From 10 to 14 years","Females",":",""
"2006","Italy","Total","From 15 to 19 years","Females",":",""
"2006","Cyprus","Total","From 10 to 14 years","Females",":",""
"2006","Cyprus","Total","From 15 to 19 years","Females",":",""
"2006","Latvia","Total","From 10 to 14 years","Females","64,409",""
"2006","Latvia","Total","From 15 to 19 years","Females","89,104",""
"2006","Lithuania","Total","From 10 to 14 years","Females","109,735",""
"2006","Lithuania","Total","From 15 to 19 years","Females","122,477",""
"2006","Luxembourg","Total","From 10 to 14 years","Females",":",""
"2006","Luxembourg","Total","From 15 to 19 years","Females",":",""
"2006","Hungary","Total","From 10 to 14 years","Females",":",""
"2006","Hungary","Total","From 15 to 19 years","Females",":",""
"2006","Malta","Total","From 10 to 14 years","Females",":",""
"2006","Malta","Total","From 15 to 19 years","Females",":",""
"2006","Netherlands","Total","From 10 to 14 years","Females",":",""
"2006","Netherlands","Total","From 15 to 19 years","Females",":",""
"2006","Austria","Total","From 10 to 14 years","Females","236,351",""
"2006","Austria","Total","From 15 to 19 years","Females","239,394",""
"2006","Poland","Total","From 10 to 14 years","Females",":",""
"2006","Poland","Total","From 15 to 19 years","Females",":",""
"2006","Portugal","Total","From 10 to 14 years","Females",":",""
"2006","Portugal","Total","From 15 to 19 years","Females",":",""
"2006","Romania","Total","From 10 to 14 years","Females",":",""
"2006","Romania","Total","From 15 to 19 years","Females",":",""
"2006","Slovenia","Total","From 10 to 14 years","Females",":",""
"2006","Slovenia","Total","From 15 to 19 years","Females",":",""
"2006","Slovakia","Total","From 10 to 14 years","Females",":",""
"2006","Slovakia","Total","From 15 to 19 years","Females",":",""
"2006","Finland","Total","From 10 to 14 years","Females",":",""
"2006","Finland","Total","From 15 to 19 years","Females",":",""
"2006","Sweden","Total","From 10 to 14 years","Females",":",""
"2006","Sweden","Total","From 15 to 19 years","Females",":",""
"2006","United Kingdom","Total","From 10 to 14 years","Females",":",""
"2006","United Kingdom","Total","From 15 to 19 years","Females",":",""
"2006","Iceland","Total","From 10 to 14 years","Females",":",""
"2006","Iceland","Total","From 15 to 19 years","Females",":",""
"2006","Liechtenstein","Total","From 10 to 14 years","Females",":",""
"2006","Liechtenstein","Total","From 15 to 19 years","Females",":",""
"2006","Norway","Total","From 10 to 14 years","Females",":",""
"2006","Norway","Total","From 15 to 19 years","Females",":",""
"2006","Switzerland","Total","From 10 to 14 years","Females","210,446",""
"2006","Switzerland","Total","From 15 to 19 years","Females","214,901",""
"2006","Montenegro","Total","From 10 to 14 years","Females",":",""
"2006","Montenegro","Total","From 15 to 19 years","Females",":",""
"2006","Former Yugoslav Republic of Macedonia, the","Total","From 10 to 14 years","Females",":",""
"2006","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 19 years","Females",":",""
"2006","Albania","Total","From 10 to 14 years","Females",":",""
"2006","Albania","Total","From 15 to 19 years","Females",":",""
"2006","Turkey","Total","From 10 to 14 years","Females",":",""
"2006","Turkey","Total","From 15 to 19 years","Females",":",""
"2006","Andorra","Total","From 10 to 14 years","Females",":",""
"2006","Andorra","Total","From 15 to 19 years","Females",":",""
"2006","Moldova","Total","From 10 to 14 years","Females",":",""
"2006","Moldova","Total","From 15 to 19 years","Females",":",""
"2006","Ukraine","Total","From 10 to 14 years","Females",":",""
"2006","Ukraine","Total","From 15 to 19 years","Females",":",""
"2006","Tajikistan","Total","From 10 to 14 years","Females","426,378",""
"2006","Tajikistan","Total","From 15 to 19 years","Females","429,348",""
"2006","Uzbekistan","Total","From 10 to 14 years","Females",":",""
"2006","Uzbekistan","Total","From 15 to 19 years","Females",":",""
"2006","Armenia","Total","From 10 to 14 years","Females",":",""
"2006","Armenia","Total","From 15 to 19 years","Females",":",""
"2006","Azerbaijan","Total","From 10 to 14 years","Females",":",""
"2006","Azerbaijan","Total","From 15 to 19 years","Females",":",""
"2006","Israel","Total","From 10 to 14 years","Females",":",""
"2006","Israel","Total","From 15 to 19 years","Females",":",""
"2007","European Union (27 countries)","Total","From 10 to 14 years","Females",":",""
"2007","European Union (27 countries)","Total","From 15 to 19 years","Females",":",""
"2007","Belgium","Total","From 10 to 14 years","Females",":",""
"2007","Belgium","Total","From 15 to 19 years","Females",":",""
"2007","Bulgaria","Total","From 10 to 14 years","Females",":",""
"2007","Bulgaria","Total","From 15 to 19 years","Females",":",""
"2007","Czech Republic","Total","From 10 to 14 years","Females","260,886",""
"2007","Czech Republic","Total","From 15 to 19 years","Females","318,024",""
"2007","Denmark","Total","From 10 to 14 years","Females","171,864",""
"2007","Denmark","Total","From 15 to 19 years","Females","157,037",""
"2007","Germany (until 1990 former territory of the FRG)","Total","From 10 to 14 years","Females","1,965,491",""
"2007","Germany (until 1990 former territory of the FRG)","Total","From 15 to 19 years","Females","2,320,508",""
"2007","Estonia","Total","From 10 to 14 years","Females",":",""
"2007","Estonia","Total","From 15 to 19 years","Females",":",""
"2007","Ireland","Total","From 10 to 14 years","Females","134,309","b"
"2007","Ireland","Total","From 15 to 19 years","Females","143,536","b"
"2007","Greece","Total","From 10 to 14 years","Females",":",""
"2007","Greece","Total","From 15 to 19 years","Females",":",""
"2007","Spain","Total","From 10 to 14 years","Females","1,008,563",""
"2007","Spain","Total","From 15 to 19 years","Females","1,111,203",""
"2007","France","Total","From 10 to 14 years","Females","1,893,242",""
"2007","France","Total","From 15 to 19 years","Females","2,028,847",""
"2007","Croatia","Total","From 10 to 14 years","Females",":",""
"2007","Croatia","Total","From 15 to 19 years","Females",":",""
"2007","Italy","Total","From 10 to 14 years","Females",":",""
"2007","Italy","Total","From 15 to 19 years","Females",":",""
"2007","Cyprus","Total","From 10 to 14 years","Females",":",""
"2007","Cyprus","Total","From 15 to 19 years","Females",":",""
"2007","Latvia","Total","From 10 to 14 years","Females","57,895",""
"2007","Latvia","Total","From 15 to 19 years","Females","85,929",""
"2007","Lithuania","Total","From 10 to 14 years","Females","102,968",""
"2007","Lithuania","Total","From 15 to 19 years","Females","120,269",""
"2007","Luxembourg","Total","From 10 to 14 years","Females","14,624",""
"2007","Luxembourg","Total","From 15 to 19 years","Females","13,607",""
"2007","Hungary","Total","From 10 to 14 years","Females","275,039",""
"2007","Hungary","Total","From 15 to 19 years","Females","304,784",""
"2007","Malta","Total","From 10 to 14 years","Females","12,671",""
"2007","Malta","Total","From 15 to 19 years","Females","14,034",""
"2007","Netherlands","Total","From 10 to 14 years","Females","480,989",""
"2007","Netherlands","Total","From 15 to 19 years","Females","488,055",""
"2007","Austria","Total","From 10 to 14 years","Females","233,351",""
"2007","Austria","Total","From 15 to 19 years","Females","241,659",""
"2007","Poland","Total","From 10 to 14 years","Females","1,132,305",""
"2007","Poland","Total","From 15 to 19 years","Females","1,362,057",""
"2007","Portugal","Total","From 10 to 14 years","Females",":",""
"2007","Portugal","Total","From 15 to 19 years","Females",":",""
"2007","Romania","Total","From 10 to 14 years","Females","564,656",""
"2007","Romania","Total","From 15 to 19 years","Females","778,271",""
"2007","Slovenia","Total","From 10 to 14 years","Females","48,039",""
"2007","Slovenia","Total","From 15 to 19 years","Females","58,080",""
"2007","Slovakia","Total","From 10 to 14 years","Females","162,642",""
"2007","Slovakia","Total","From 15 to 19 years","Females","195,561",""
"2007","Finland","Total","From 10 to 14 years","Females","158,679",""
"2007","Finland","Total","From 15 to 19 years","Females","159,204",""
"2007","Sweden","Total","From 10 to 14 years","Females","277,719",""
"2007","Sweden","Total","From 15 to 19 years","Females","301,545",""
"2007","United Kingdom","Total","From 10 to 14 years","Females",":",""
"2007","United Kingdom","Total","From 15 to 19 years","Females",":",""
"2007","Iceland","Total","From 10 to 14 years","Females",":",""
"2007","Iceland","Total","From 15 to 19 years","Females",":",""
"2007","Liechtenstein","Total","From 10 to 14 years","Females",":",""
"2007","Liechtenstein","Total","From 15 to 19 years","Females",":",""
"2007","Norway","Total","From 10 to 14 years","Females","152,504",""
"2007","Norway","Total","From 15 to 19 years","Females","150,355",""
"2007","Switzerland","Total","From 10 to 14 years","Females","208,303",""
"2007","Switzerland","Total","From 15 to 19 years","Females","217,707",""
"2007","Montenegro","Total","From 10 to 14 years","Females",":",""
"2007","Montenegro","Total","From 15 to 19 years","Females",":",""
"2007","Former Yugoslav Republic of Macedonia, the","Total","From 10 to 14 years","Females",":",""
"2007","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 19 years","Females",":",""
"2007","Albania","Total","From 10 to 14 years","Females",":",""
"2007","Albania","Total","From 15 to 19 years","Females",":",""
"2007","Turkey","Total","From 10 to 14 years","Females",":",""
"2007","Turkey","Total","From 15 to 19 years","Females",":",""
"2007","Andorra","Total","From 10 to 14 years","Females","1,821",""
"2007","Andorra","Total","From 15 to 19 years","Females","1,798",""
"2007","Moldova","Total","From 10 to 14 years","Females",":",""
"2007","Moldova","Total","From 15 to 19 years","Females",":",""
"2007","Ukraine","Total","From 10 to 14 years","Females",":",""
"2007","Ukraine","Total","From 15 to 19 years","Females",":",""
"2007","Tajikistan","Total","From 10 to 14 years","Females",":",""
"2007","Tajikistan","Total","From 15 to 19 years","Females",":",""
"2007","Uzbekistan","Total","From 10 to 14 years","Females","1,552,630",""
"2007","Uzbekistan","Total","From 15 to 19 years","Females","1,567,728",""
"2007","Armenia","Total","From 10 to 14 years","Females","123,125",""
"2007","Armenia","Total","From 15 to 19 years","Females","157,493",""
"2007","Azerbaijan","Total","From 10 to 14 years","Females",":",""
"2007","Azerbaijan","Total","From 15 to 19 years","Females",":",""
"2007","Israel","Total","From 10 to 14 years","Females",":",""
