"TIME","GEO","CITIZEN","AGE","SEX","Value","Flag and Footnotes"
"2007","Israel","Total","From 15 to 19 years","Females",":",""
"2008","European Union (27 countries)","Total","From 10 to 14 years","Females",":",""
"2008","European Union (27 countries)","Total","From 15 to 19 years","Females",":",""
"2008","Belgium","Total","From 10 to 14 years","Females","298,100",""
"2008","Belgium","Total","From 15 to 19 years","Females","319,445",""
"2008","Bulgaria","Total","From 10 to 14 years","Females","164,422",""
"2008","Bulgaria","Total","From 15 to 19 years","Females","224,941",""
"2008","Czech Republic","Total","From 10 to 14 years","Females","246,494",""
"2008","Czech Republic","Total","From 15 to 19 years","Females","315,390",""
"2008","Denmark","Total","From 10 to 14 years","Females","171,363",""
"2008","Denmark","Total","From 15 to 19 years","Females","162,665",""
"2008","Germany (until 1990 former territory of the FRG)","Total","From 10 to 14 years","Females","1,952,253",""
"2008","Germany (until 1990 former territory of the FRG)","Total","From 15 to 19 years","Females","2,263,821",""
"2008","Estonia","Total","From 10 to 14 years","Females",":",""
"2008","Estonia","Total","From 15 to 19 years","Females",":",""
"2008","Ireland","Total","From 10 to 14 years","Females","136,985",""
"2008","Ireland","Total","From 15 to 19 years","Females","145,426",""
"2008","Greece","Total","From 10 to 14 years","Females",":",""
"2008","Greece","Total","From 15 to 19 years","Females",":",""
"2008","Spain","Total","From 10 to 14 years","Females","1,014,288",""
"2008","Spain","Total","From 15 to 19 years","Females","1,110,574",""
"2008","France","Total","From 10 to 14 years","Females","1,886,387",""
"2008","France","Total","From 15 to 19 years","Females","2,016,912",""
"2008","Croatia","Total","From 10 to 14 years","Females",":",""
"2008","Croatia","Total","From 15 to 19 years","Females",":",""
"2008","Italy","Total","From 10 to 14 years","Females",":",""
"2008","Italy","Total","From 15 to 19 years","Females",":",""
"2008","Cyprus","Total","From 10 to 14 years","Females",":",""
"2008","Cyprus","Total","From 15 to 19 years","Females",":",""
"2008","Latvia","Total","From 10 to 14 years","Females","50,769",""
"2008","Latvia","Total","From 15 to 19 years","Females","79,729",""
"2008","Lithuania","Total","From 10 to 14 years","Females","95,499",""
"2008","Lithuania","Total","From 15 to 19 years","Females","118,642",""
"2008","Luxembourg","Total","From 10 to 14 years","Females","14,833",""
"2008","Luxembourg","Total","From 15 to 19 years","Females","13,980",""
"2008","Hungary","Total","From 10 to 14 years","Females","264,549",""
"2008","Hungary","Total","From 15 to 19 years","Females","302,749",""
"2008","Malta","Total","From 10 to 14 years","Females","12,248",""
"2008","Malta","Total","From 15 to 19 years","Females","14,088",""
"2008","Netherlands","Total","From 10 to 14 years","Females","478,073",""
"2008","Netherlands","Total","From 15 to 19 years","Females","491,240",""
"2008","Austria","Total","From 10 to 14 years","Females","229,089",""
"2008","Austria","Total","From 15 to 19 years","Females","243,503",""
"2008","Poland","Total","From 10 to 14 years","Females","1,083,225",""
"2008","Poland","Total","From 15 to 19 years","Females","1,324,231",""
"2008","Portugal","Total","From 10 to 14 years","Females",":",""
"2008","Portugal","Total","From 15 to 19 years","Females",":",""
"2008","Romania","Total","From 10 to 14 years","Females","548,573",""
"2008","Romania","Total","From 15 to 19 years","Females","727,662",""
"2008","Slovenia","Total","From 10 to 14 years","Females","47,365",""
"2008","Slovenia","Total","From 15 to 19 years","Females","55,369",""
"2008","Slovakia","Total","From 10 to 14 years","Females","154,596",""
"2008","Slovakia","Total","From 15 to 19 years","Females","191,296",""
"2008","Finland","Total","From 10 to 14 years","Females","155,424",""
"2008","Finland","Total","From 15 to 19 years","Females","162,465",""
"2008","Sweden","Total","From 10 to 14 years","Females","263,740",""
"2008","Sweden","Total","From 15 to 19 years","Females","309,280",""
"2008","United Kingdom","Total","From 10 to 14 years","Females",":",""
"2008","United Kingdom","Total","From 15 to 19 years","Females",":",""
"2008","Iceland","Total","From 10 to 14 years","Females","11,036",""
"2008","Iceland","Total","From 15 to 19 years","Females","11,524",""
"2008","Liechtenstein","Total","From 10 to 14 years","Females",":",""
"2008","Liechtenstein","Total","From 15 to 19 years","Females",":",""
"2008","Norway","Total","From 10 to 14 years","Females","153,002",""
"2008","Norway","Total","From 15 to 19 years","Females","153,434",""
"2008","Switzerland","Total","From 10 to 14 years","Females","205,430",""
"2008","Switzerland","Total","From 15 to 19 years","Females","221,315",""
"2008","Montenegro","Total","From 10 to 14 years","Females",":",""
"2008","Montenegro","Total","From 15 to 19 years","Females",":",""
"2008","Former Yugoslav Republic of Macedonia, the","Total","From 10 to 14 years","Females",":",""
"2008","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 19 years","Females",":",""
"2008","Albania","Total","From 10 to 14 years","Females",":",""
"2008","Albania","Total","From 15 to 19 years","Females",":",""
"2008","Turkey","Total","From 10 to 14 years","Females","3,123,186",""
"2008","Turkey","Total","From 15 to 19 years","Females","2,997,310",""
"2008","Andorra","Total","From 10 to 14 years","Females",":",""
"2008","Andorra","Total","From 15 to 19 years","Females",":",""
"2008","Moldova","Total","From 10 to 14 years","Females",":",""
"2008","Moldova","Total","From 15 to 19 years","Females",":",""
"2008","Ukraine","Total","From 10 to 14 years","Females",":",""
"2008","Ukraine","Total","From 15 to 19 years","Females",":",""
"2008","Tajikistan","Total","From 10 to 14 years","Females",":",""
"2008","Tajikistan","Total","From 15 to 19 years","Females",":",""
"2008","Uzbekistan","Total","From 10 to 14 years","Females",":",""
"2008","Uzbekistan","Total","From 15 to 19 years","Females",":",""
"2008","Armenia","Total","From 10 to 14 years","Females","114,852",""
"2008","Armenia","Total","From 15 to 19 years","Females","155,200",""
"2008","Azerbaijan","Total","From 10 to 14 years","Females","367,447",""
"2008","Azerbaijan","Total","From 15 to 19 years","Females","451,306",""
"2008","Israel","Total","From 10 to 14 years","Females",":",""
"2008","Israel","Total","From 15 to 19 years","Females",":",""
"2009","European Union (27 countries)","Total","From 10 to 14 years","Females",":",""
"2009","European Union (27 countries)","Total","From 15 to 19 years","Females",":",""
"2009","Belgium","Total","From 10 to 14 years","Females","296,352","p"
"2009","Belgium","Total","From 15 to 19 years","Females","320,482","p"
"2009","Bulgaria","Total","From 10 to 14 years","Females","156,128",""
"2009","Bulgaria","Total","From 15 to 19 years","Females","212,773",""
"2009","Czech Republic","Total","From 10 to 14 years","Females","231,845",""
"2009","Czech Republic","Total","From 15 to 19 years","Females","310,590",""
"2009","Denmark","Total","From 10 to 14 years","Females","170,518",""
"2009","Denmark","Total","From 15 to 19 years","Females","167,058",""
"2009","Germany (until 1990 former territory of the FRG)","Total","From 10 to 14 years","Females","1,937,135",""
"2009","Germany (until 1990 former territory of the FRG)","Total","From 15 to 19 years","Females","2,183,869",""
"2009","Estonia","Total","From 10 to 14 years","Females","30,312",""
"2009","Estonia","Total","From 15 to 19 years","Females","43,285",""
"2009","Ireland","Total","From 10 to 14 years","Females","140,330",""
"2009","Ireland","Total","From 15 to 19 years","Females","144,395",""
"2009","Greece","Total","From 10 to 14 years","Females","260,839",""
"2009","Greece","Total","From 15 to 19 years","Females","277,572",""
"2009","Spain","Total","From 10 to 14 years","Females","1,022,914","b"
"2009","Spain","Total","From 15 to 19 years","Females","1,116,716","b"
"2009","France","Total","From 10 to 14 years","Females","1,907,037",""
"2009","France","Total","From 15 to 19 years","Females","1,987,071",""
"2009","Croatia","Total","From 10 to 14 years","Females",":",""
"2009","Croatia","Total","From 15 to 19 years","Females",":",""
"2009","Italy","Total","From 10 to 14 years","Females","1,351,168",""
"2009","Italy","Total","From 15 to 19 years","Females","1,446,834",""
"2009","Cyprus","Total","From 10 to 14 years","Females","24,460",""
"2009","Cyprus","Total","From 15 to 19 years","Females","27,866",""
"2009","Latvia","Total","From 10 to 14 years","Females","46,959",""
"2009","Latvia","Total","From 15 to 19 years","Females","73,768",""
"2009","Lithuania","Total","From 10 to 14 years","Females","90,141",""
"2009","Lithuania","Total","From 15 to 19 years","Females","116,459",""
"2009","Luxembourg","Total","From 10 to 14 years","Females","14,864",""
"2009","Luxembourg","Total","From 15 to 19 years","Females","14,136",""
"2009","Hungary","Total","From 10 to 14 years","Females","255,380",""
"2009","Hungary","Total","From 15 to 19 years","Females","298,807",""
"2009","Malta","Total","From 10 to 14 years","Females","11,789","b"
"2009","Malta","Total","From 15 to 19 years","Females","13,773","b"
"2009","Netherlands","Total","From 10 to 14 years","Females","478,895",""
"2009","Netherlands","Total","From 15 to 19 years","Females","494,275",""
"2009","Austria","Total","From 10 to 14 years","Females","223,397",""
"2009","Austria","Total","From 15 to 19 years","Females","244,476",""
"2009","Poland","Total","From 10 to 14 years","Females","1,037,080",""
"2009","Poland","Total","From 15 to 19 years","Females","1,280,845",""
"2009","Portugal","Total","From 10 to 14 years","Females","267,459",""
"2009","Portugal","Total","From 15 to 19 years","Females","283,674",""
"2009","Romania","Total","From 10 to 14 years","Females","543,678",""
"2009","Romania","Total","From 15 to 19 years","Females","671,545",""
"2009","Slovenia","Total","From 10 to 14 years","Females","46,454","b"
"2009","Slovenia","Total","From 15 to 19 years","Females","52,818","b"
"2009","Slovakia","Total","From 10 to 14 years","Females","146,973",""
"2009","Slovakia","Total","From 15 to 19 years","Females","186,303",""
"2009","Finland","Total","From 10 to 14 years","Females","151,688",""
"2009","Finland","Total","From 15 to 19 years","Females","163,216",""
"2009","Sweden","Total","From 10 to 14 years","Females","251,681",""
"2009","Sweden","Total","From 15 to 19 years","Females","311,677",""
"2009","United Kingdom","Total","From 10 to 14 years","Females","1,828,155",""
"2009","United Kingdom","Total","From 15 to 19 years","Females","1,965,809",""
"2009","Iceland","Total","From 10 to 14 years","Females","10,861",""
"2009","Iceland","Total","From 15 to 19 years","Females","11,678",""
"2009","Liechtenstein","Total","From 10 to 14 years","Females","1,045",""
"2009","Liechtenstein","Total","From 15 to 19 years","Females","1,075",""
"2009","Norway","Total","From 10 to 14 years","Females","153,129",""
"2009","Norway","Total","From 15 to 19 years","Females","155,253",""
"2009","Switzerland","Total","From 10 to 14 years","Females","204,339",""
"2009","Switzerland","Total","From 15 to 19 years","Females","221,702",""
"2009","Montenegro","Total","From 10 to 14 years","Females",":",""
"2009","Montenegro","Total","From 15 to 19 years","Females",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Total","From 10 to 14 years","Females",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 19 years","Females",":",""
"2009","Albania","Total","From 10 to 14 years","Females",":",""
"2009","Albania","Total","From 15 to 19 years","Females",":",""
"2009","Turkey","Total","From 10 to 14 years","Females","3,150,156",""
"2009","Turkey","Total","From 15 to 19 years","Females","3,013,187",""
"2009","Andorra","Total","From 10 to 14 years","Females",":",""
"2009","Andorra","Total","From 15 to 19 years","Females",":",""
"2009","Moldova","Total","From 10 to 14 years","Females",":",""
"2009","Moldova","Total","From 15 to 19 years","Females",":",""
"2009","Ukraine","Total","From 10 to 14 years","Females",":",""
"2009","Ukraine","Total","From 15 to 19 years","Females",":",""
"2009","Tajikistan","Total","From 10 to 14 years","Females",":",""
"2009","Tajikistan","Total","From 15 to 19 years","Females",":",""
"2009","Uzbekistan","Total","From 10 to 14 years","Females",":",""
"2009","Uzbekistan","Total","From 15 to 19 years","Females",":",""
"2009","Armenia","Total","From 10 to 14 years","Females",":",""
"2009","Armenia","Total","From 15 to 19 years","Females",":",""
"2009","Azerbaijan","Total","From 10 to 14 years","Females",":",""
"2009","Azerbaijan","Total","From 15 to 19 years","Females",":",""
"2009","Israel","Total","From 10 to 14 years","Females",":",""
"2009","Israel","Total","From 15 to 19 years","Females",":",""
"2010","European Union (27 countries)","Total","From 10 to 14 years","Females",":",""
"2010","European Union (27 countries)","Total","From 15 to 19 years","Females",":",""
"2010","Belgium","Total","From 10 to 14 years","Females","297,169","p"
"2010","Belgium","Total","From 15 to 19 years","Females","318,449","p"
"2010","Bulgaria","Total","From 10 to 14 years","Females","153,408",""
"2010","Bulgaria","Total","From 15 to 19 years","Females","199,145",""
"2010","Czech Republic","Total","From 10 to 14 years","Females","223,394",""
"2010","Czech Republic","Total","From 15 to 19 years","Females","300,086",""
"2010","Denmark","Total","From 10 to 14 years","Females","168,257",""
"2010","Denmark","Total","From 15 to 19 years","Females","170,971",""
"2010","Germany (until 1990 former territory of the FRG)","Total","From 10 to 14 years","Females","1,930,255",""
"2010","Germany (until 1990 former territory of the FRG)","Total","From 15 to 19 years","Females","2,103,040",""
"2010","Estonia","Total","From 10 to 14 years","Females","29,621",""
"2010","Estonia","Total","From 15 to 19 years","Females","39,523",""
"2010","Ireland","Total","From 10 to 14 years","Females","143,131",""
"2010","Ireland","Total","From 15 to 19 years","Females","141,744",""
"2010","Greece","Total","From 10 to 14 years","Females","257,282",""
"2010","Greece","Total","From 15 to 19 years","Females","276,970",""
"2010","Spain","Total","From 10 to 14 years","Females","1,035,858",""
"2010","Spain","Total","From 15 to 19 years","Females","1,097,261",""
"2010","France","Total","From 10 to 14 years","Females","1,929,151",""
"2010","France","Total","From 15 to 19 years","Females","1,961,887",""
"2010","Croatia","Total","From 10 to 14 years","Females",":",""
"2010","Croatia","Total","From 15 to 19 years","Females",":",""
"2010","Italy","Total","From 10 to 14 years","Females","1,357,979",""
"2010","Italy","Total","From 15 to 19 years","Females","1,439,427",""
"2010","Cyprus","Total","From 10 to 14 years","Females","24,805",""
"2010","Cyprus","Total","From 15 to 19 years","Females","31,029",""
"2010","Latvia","Total","From 10 to 14 years","Females","44,635",""
"2010","Latvia","Total","From 15 to 19 years","Females","66,903",""
"2010","Lithuania","Total","From 10 to 14 years","Females","86,789",""
"2010","Lithuania","Total","From 15 to 19 years","Females","112,215",""
"2010","Luxembourg","Total","From 10 to 14 years","Females","14,916",""
"2010","Luxembourg","Total","From 15 to 19 years","Females","14,538",""
"2010","Hungary","Total","From 10 to 14 years","Females","246,037",""
"2010","Hungary","Total","From 15 to 19 years","Females","295,114",""
"2010","Malta","Total","From 10 to 14 years","Females","11,460",""
"2010","Malta","Total","From 15 to 19 years","Females","13,369",""
"2010","Netherlands","Total","From 10 to 14 years","Females","480,655",""
"2010","Netherlands","Total","From 15 to 19 years","Females","496,101",""
"2010","Austria","Total","From 10 to 14 years","Females","217,375",""
"2010","Austria","Total","From 15 to 19 years","Females","243,607",""
"2010","Poland","Total","From 10 to 14 years","Females","994,831",""
"2010","Poland","Total","From 15 to 19 years","Females","1,236,942",""
"2010","Portugal","Total","From 10 to 14 years","Females","271,007",""
"2010","Portugal","Total","From 15 to 19 years","Females","281,288",""
"2010","Romania","Total","From 10 to 14 years","Females","539,363",""
"2010","Romania","Total","From 15 to 19 years","Females","617,312",""
"2010","Slovenia","Total","From 10 to 14 years","Females","45,553",""
"2010","Slovenia","Total","From 15 to 19 years","Females","51,359",""
"2010","Slovakia","Total","From 10 to 14 years","Females","141,884",""
"2010","Slovakia","Total","From 15 to 19 years","Females","179,954",""
"2010","Finland","Total","From 10 to 14 years","Females","148,167",""
"2010","Finland","Total","From 15 to 19 years","Females","164,053",""
"2010","Sweden","Total","From 10 to 14 years","Females","242,048",""
"2010","Sweden","Total","From 15 to 19 years","Females","310,522",""
"2010","United Kingdom","Total","From 10 to 14 years","Females","1,813,124",""
"2010","United Kingdom","Total","From 15 to 19 years","Females","1,963,965",""
"2010","Iceland","Total","From 10 to 14 years","Females","10,710",""
"2010","Iceland","Total","From 15 to 19 years","Females","11,617",""
"2010","Liechtenstein","Total","From 10 to 14 years","Females","1,080",""
"2010","Liechtenstein","Total","From 15 to 19 years","Females","1,064",""
"2010","Norway","Total","From 10 to 14 years","Females","153,272",""
"2010","Norway","Total","From 15 to 19 years","Females","156,227",""
"2010","Switzerland","Total","From 10 to 14 years","Females","202,817",""
"2010","Switzerland","Total","From 15 to 19 years","Females","221,315",""
"2010","Montenegro","Total","From 10 to 14 years","Females",":",""
"2010","Montenegro","Total","From 15 to 19 years","Females",":",""
"2010","Former Yugoslav Republic of Macedonia, the","Total","From 10 to 14 years","Females",":",""
"2010","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 19 years","Females",":",""
"2010","Albania","Total","From 10 to 14 years","Females",":",""
"2010","Albania","Total","From 15 to 19 years","Females",":",""
"2010","Turkey","Total","From 10 to 14 years","Females","3,165,391",""
"2010","Turkey","Total","From 15 to 19 years","Females","3,037,327",""
"2010","Andorra","Total","From 10 to 14 years","Females",":",""
"2010","Andorra","Total","From 15 to 19 years","Females",":",""
"2010","Moldova","Total","From 10 to 14 years","Females",":",""
"2010","Moldova","Total","From 15 to 19 years","Females",":",""
"2010","Ukraine","Total","From 10 to 14 years","Females",":",""
"2010","Ukraine","Total","From 15 to 19 years","Females",":",""
"2010","Tajikistan","Total","From 10 to 14 years","Females",":",""
"2010","Tajikistan","Total","From 15 to 19 years","Females",":",""
"2010","Uzbekistan","Total","From 10 to 14 years","Females",":",""
"2010","Uzbekistan","Total","From 15 to 19 years","Females",":",""
"2010","Armenia","Total","From 10 to 14 years","Females",":",""
"2010","Armenia","Total","From 15 to 19 years","Females",":",""
"2010","Azerbaijan","Total","From 10 to 14 years","Females",":",""
"2010","Azerbaijan","Total","From 15 to 19 years","Females",":",""
"2010","Israel","Total","From 10 to 14 years","Females",":",""
"2010","Israel","Total","From 15 to 19 years","Females",":",""
"2011","European Union (27 countries)","Total","From 10 to 14 years","Females",":",""
"2011","European Union (27 countries)","Total","From 15 to 19 years","Females",":",""
"2011","Belgium","Total","From 10 to 14 years","Females","300,722","b"
"2011","Belgium","Total","From 15 to 19 years","Females","317,228","b"
"2011","Bulgaria","Total","From 10 to 14 years","Females","153,163",""
"2011","Bulgaria","Total","From 15 to 19 years","Females","184,585",""
"2011","Czech Republic","Total","From 10 to 14 years","Females","220,518",""
"2011","Czech Republic","Total","From 15 to 19 years","Females","283,701",""
"2011","Denmark","Total","From 10 to 14 years","Females","166,718",""
"2011","Denmark","Total","From 15 to 19 years","Females","173,639",""
"2011","Germany (until 1990 former territory of the FRG)","Total","From 10 to 14 years","Females","1,930,728",""
"2011","Germany (until 1990 former territory of the FRG)","Total","From 15 to 19 years","Females","2,016,565",""
"2011","Estonia","Total","From 10 to 14 years","Females","28,889","b"
"2011","Estonia","Total","From 15 to 19 years","Females","35,621","b"
"2011","Ireland","Total","From 10 to 14 years","Females","145,673",""
"2011","Ireland","Total","From 15 to 19 years","Females","137,064",""
"2011","Greece","Total","From 10 to 14 years","Females","254,152",""
"2011","Greece","Total","From 15 to 19 years","Females","272,938",""
"2011","Spain","Total","From 10 to 14 years","Females","1,052,875",""
"2011","Spain","Total","From 15 to 19 years","Females","1,079,519",""
"2011","France","Total","From 10 to 14 years","Females","1,957,343",""
"2011","France","Total","From 15 to 19 years","Females","1,944,058",""
"2011","Croatia","Total","From 10 to 14 years","Females",":",""
"2011","Croatia","Total","From 15 to 19 years","Females",":",""
"2011","Italy","Total","From 10 to 14 years","Females","1,370,806",""
"2011","Italy","Total","From 15 to 19 years","Females","1,422,572",""
"2011","Cyprus","Total","From 10 to 14 years","Females","24,253",""
"2011","Cyprus","Total","From 15 to 19 years","Females","30,976",""
"2011","Latvia","Total","From 10 to 14 years","Females","43,780",""
"2011","Latvia","Total","From 15 to 19 years","Females","59,818",""
"2011","Lithuania","Total","From 10 to 14 years","Females","82,135",""
"2011","Lithuania","Total","From 15 to 19 years","Females","105,269",""
"2011","Luxembourg","Total","From 10 to 14 years","Females","15,157",""
"2011","Luxembourg","Total","From 15 to 19 years","Females","14,838",""
"2011","Hungary","Total","From 10 to 14 years","Females","240,299",""
"2011","Hungary","Total","From 15 to 19 years","Females","287,568",""
"2011","Malta","Total","From 10 to 14 years","Females","11,296",""
"2011","Malta","Total","From 15 to 19 years","Females","13,025",""
"2011","Netherlands","Total","From 10 to 14 years","Females","487,766",""
"2011","Netherlands","Total","From 15 to 19 years","Females","491,914",""
"2011","Austria","Total","From 10 to 14 years","Females","212,843",""
"2011","Austria","Total","From 15 to 19 years","Females","240,814",""
"2011","Poland","Total","From 10 to 14 years","Females","963,234","p"
"2011","Poland","Total","From 15 to 19 years","Females","1,182,984","p"
"2011","Portugal","Total","From 10 to 14 years","Females","275,394",""
"2011","Portugal","Total","From 15 to 19 years","Females","277,737",""
"2011","Romania","Total","From 10 to 14 years","Females","538,617","p"
"2011","Romania","Total","From 15 to 19 years","Females","582,170","p"
"2011","Slovenia","Total","From 10 to 14 years","Females","45,247",""
"2011","Slovenia","Total","From 15 to 19 years","Females","49,881",""
"2011","Slovakia","Total","From 10 to 14 years","Females","138,429",""
"2011","Slovakia","Total","From 15 to 19 years","Females","171,489",""
"2011","Finland","Total","From 10 to 14 years","Females","145,131",""
"2011","Finland","Total","From 15 to 19 years","Females","162,860",""
"2011","Sweden","Total","From 10 to 14 years","Females","237,181",""
"2011","Sweden","Total","From 15 to 19 years","Females","300,431",""
"2011","United Kingdom","Total","From 10 to 14 years","Females","1,794,078","p"
"2011","United Kingdom","Total","From 15 to 19 years","Females","1,949,575","p"
"2011","Iceland","Total","From 10 to 14 years","Females","10,716",""
"2011","Iceland","Total","From 15 to 19 years","Females","11,309",""
"2011","Liechtenstein","Total","From 10 to 14 years","Females","1,056",""
"2011","Liechtenstein","Total","From 15 to 19 years","Females","1,068",""
"2011","Norway","Total","From 10 to 14 years","Females","153,366",""
"2011","Norway","Total","From 15 to 19 years","Females","156,459",""
"2011","Switzerland","Total","From 10 to 14 years","Females","203,197","b"
"2011","Switzerland","Total","From 15 to 19 years","Females","220,240","b"
"2011","Montenegro","Total","From 10 to 14 years","Females","20,055",""
"2011","Montenegro","Total","From 15 to 19 years","Females","21,225",""
"2011","Former Yugoslav Republic of Macedonia, the","Total","From 10 to 14 years","Females",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 19 years","Females",":",""
"2011","Albania","Total","From 10 to 14 years","Females",":",""
"2011","Albania","Total","From 15 to 19 years","Females",":",""
"2011","Turkey","Total","From 10 to 14 years","Females",":",""
"2011","Turkey","Total","From 15 to 19 years","Females",":",""
"2011","Andorra","Total","From 10 to 14 years","Females",":",""
"2011","Andorra","Total","From 15 to 19 years","Females",":",""
"2011","Moldova","Total","From 10 to 14 years","Females",":",""
"2011","Moldova","Total","From 15 to 19 years","Females",":",""
"2011","Ukraine","Total","From 10 to 14 years","Females",":",""
"2011","Ukraine","Total","From 15 to 19 years","Females",":",""
"2011","Tajikistan","Total","From 10 to 14 years","Females",":",""
"2011","Tajikistan","Total","From 15 to 19 years","Females",":",""
"2011","Uzbekistan","Total","From 10 to 14 years","Females",":",""
"2011","Uzbekistan","Total","From 15 to 19 years","Females",":",""
"2011","Armenia","Total","From 10 to 14 years","Females",":",""
"2011","Armenia","Total","From 15 to 19 years","Females",":",""
"2011","Azerbaijan","Total","From 10 to 14 years","Females",":",""
"2011","Azerbaijan","Total","From 15 to 19 years","Females",":",""
"2011","Israel","Total","From 10 to 14 years","Females",":",""
"2011","Israel","Total","From 15 to 19 years","Females",":",""
"2012","European Union (27 countries)","Total","From 10 to 14 years","Females",":",""
"2012","European Union (27 countries)","Total","From 15 to 19 years","Females",":",""
"2012","Belgium","Total","From 10 to 14 years","Females","301,258",""
"2012","Belgium","Total","From 15 to 19 years","Females","314,323",""
"2012","Bulgaria","Total","From 10 to 14 years","Females","151,743",""
"2012","Bulgaria","Total","From 15 to 19 years","Females","173,812",""
"2012","Czech Republic","Total","From 10 to 14 years","Females","220,018",""
"2012","Czech Republic","Total","From 15 to 19 years","Females","263,557",""
"2012","Denmark","Total","From 10 to 14 years","Females","165,439",""
"2012","Denmark","Total","From 15 to 19 years","Females","174,860",""
"2012","Germany (until 1990 former territory of the FRG)","Total","From 10 to 14 years","Females","1,903,524",""
"2012","Germany (until 1990 former territory of the FRG)","Total","From 15 to 19 years","Females","1,985,672",""
"2012","Estonia","Total","From 10 to 14 years","Females","28,582",""
"2012","Estonia","Total","From 15 to 19 years","Females","33,287",""
"2012","Ireland","Total","From 10 to 14 years","Females","148,293",""
"2012","Ireland","Total","From 15 to 19 years","Females","134,938",""
"2012","Greece","Total","From 10 to 14 years","Females","250,602",""
"2012","Greece","Total","From 15 to 19 years","Females","268,968",""
"2012","Spain","Total","From 10 to 14 years","Females","1,069,518",""
"2012","Spain","Total","From 15 to 19 years","Females","1,067,239",""
"2012","France","Total","From 10 to 14 years","Females","1,978,368",""
"2012","France","Total","From 15 to 19 years","Females","1,937,357",""
"2012","Croatia","Total","From 10 to 14 years","Females",":",""
"2012","Croatia","Total","From 15 to 19 years","Females",":",""
"2012","Italy","Total","From 10 to 14 years","Females","1,377,837",""
"2012","Italy","Total","From 15 to 19 years","Females","1,409,062",""
"2012","Cyprus","Total","From 10 to 14 years","Females","23,675",""
"2012","Cyprus","Total","From 15 to 19 years","Females","30,383",""
"2012","Latvia","Total","From 10 to 14 years","Females","43,577",""
"2012","Latvia","Total","From 15 to 19 years","Females","53,864",""
"2012","Lithuania","Total","From 10 to 14 years","Females","77,647",""
"2012","Lithuania","Total","From 15 to 19 years","Females","98,619",""
"2012","Luxembourg","Total","From 10 to 14 years","Females","15,105",""
"2012","Luxembourg","Total","From 15 to 19 years","Females","15,409",""
"2012","Hungary","Total","From 10 to 14 years","Females","236,223",""
"2012","Hungary","Total","From 15 to 19 years","Females","286,831",""
"2012","Malta","Total","From 10 to 14 years","Females","10,849",""
"2012","Malta","Total","From 15 to 19 years","Females","12,634",""
"2012","Netherlands","Total","From 10 to 14 years","Females","493,559",""
"2012","Netherlands","Total","From 15 to 19 years","Females","487,011",""
"2012","Austria","Total","From 10 to 14 years","Females","206,776",""
"2012","Austria","Total","From 15 to 19 years","Females","237,395",""
"2012","Poland","Total","From 10 to 14 years","Females","938,882","p"
"2012","Poland","Total","From 15 to 19 years","Females","1,131,961","p"
"2012","Portugal","Total","From 10 to 14 years","Females","273,416",""
"2012","Portugal","Total","From 15 to 19 years","Females","273,453",""
"2012","Romania","Total","From 10 to 14 years","Females","534,313","p"
"2012","Romania","Total","From 15 to 19 years","Females","562,868","p"
"2012","Slovenia","Total","From 10 to 14 years","Females","44,681",""
"2012","Slovenia","Total","From 15 to 19 years","Females","48,653",""
"2012","Slovakia","Total","From 10 to 14 years","Females","135,204","b"
"2012","Slovakia","Total","From 15 to 19 years","Females","161,972","b"
"2012","Finland","Total","From 10 to 14 years","Females","143,320",""
"2012","Finland","Total","From 15 to 19 years","Females","160,535",""
"2012","Sweden","Total","From 10 to 14 years","Females","236,059",""
"2012","Sweden","Total","From 15 to 19 years","Females","287,608",""
"2012","United Kingdom","Total","From 10 to 14 years","Females","1,763,606",""
"2012","United Kingdom","Total","From 15 to 19 years","Females","1,927,381",""
"2012","Iceland","Total","From 10 to 14 years","Females","10,530",""
"2012","Iceland","Total","From 15 to 19 years","Females","11,309",""
"2012","Liechtenstein","Total","From 10 to 14 years","Females","1,028",""
"2012","Liechtenstein","Total","From 15 to 19 years","Females","1,070",""
"2012","Norway","Total","From 10 to 14 years","Females","151,777",""
"2012","Norway","Total","From 15 to 19 years","Females","157,006",""
"2012","Switzerland","Total","From 10 to 14 years","Females","199,828",""
"2012","Switzerland","Total","From 15 to 19 years","Females","218,419",""
"2012","Montenegro","Total","From 10 to 14 years","Females",":",""
"2012","Montenegro","Total","From 15 to 19 years","Females",":",""
"2012","Former Yugoslav Republic of Macedonia, the","Total","From 10 to 14 years","Females",":",""
"2012","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 19 years","Females",":",""
"2012","Albania","Total","From 10 to 14 years","Females",":",""
"2012","Albania","Total","From 15 to 19 years","Females",":",""
"2012","Turkey","Total","From 10 to 14 years","Females",":",""
"2012","Turkey","Total","From 15 to 19 years","Females",":",""
"2012","Andorra","Total","From 10 to 14 years","Females",":",""
"2012","Andorra","Total","From 15 to 19 years","Females",":",""
"2012","Moldova","Total","From 10 to 14 years","Females",":",""
"2012","Moldova","Total","From 15 to 19 years","Females",":",""
