"TIME","GEO","AGE","Value","Flag and Footnotes"
"1973","Hungary","From 15 to 19 years",":",""
"1973","Netherlands","Total","20,300",""
"1973","Netherlands","Less than 15 years",":",""
"1973","Netherlands","From 15 to 19 years",":",""
"1973","Austria","Total",":",""
"1973","Austria","Less than 15 years",":",""
"1973","Austria","From 15 to 19 years",":",""
"1973","Poland","Total",":",""
"1973","Poland","Less than 15 years",":",""
"1973","Poland","From 15 to 19 years",":",""
"1973","Portugal","Total",":",""
"1973","Portugal","Less than 15 years",":",""
"1973","Portugal","From 15 to 19 years",":",""
"1973","Romania","Total",":",""
"1973","Romania","Less than 15 years",":",""
"1973","Romania","From 15 to 19 years",":",""
"1973","Slovenia","Total",":",""
"1973","Slovenia","Less than 15 years",":",""
"1973","Slovenia","From 15 to 19 years",":",""
"1973","Slovakia","Total","34,479",""
"1973","Slovakia","Less than 15 years",":",""
"1973","Slovakia","From 15 to 19 years",":",""
"1973","Finland","Total",":",""
"1973","Finland","Less than 15 years",":",""
"1973","Finland","From 15 to 19 years",":",""
"1973","Sweden","Total","25,990",""
"1973","Sweden","Less than 15 years","242",""
"1973","Sweden","From 15 to 19 years","5,863",""
"1973","United Kingdom","Total","174,600",""
"1973","United Kingdom","Less than 15 years",":",""
"1973","United Kingdom","From 15 to 19 years",":",""
"1973","Iceland","Total",":",""
"1973","Iceland","Less than 15 years",":",""
"1973","Iceland","From 15 to 19 years",":",""
"1973","Norway","Total",":",""
"1973","Norway","Less than 15 years",":",""
"1973","Norway","From 15 to 19 years",":",""
"1973","Switzerland","Total",":",""
"1973","Switzerland","Less than 15 years",":",""
"1973","Switzerland","From 15 to 19 years",":",""
"1973","Former Yugoslav Republic of Macedonia, the","Total",":",""
"1973","Former Yugoslav Republic of Macedonia, the","Less than 15 years",":",""
"1973","Former Yugoslav Republic of Macedonia, the","From 15 to 19 years",":",""
"1973","Serbia","Total",":",""
"1973","Serbia","Less than 15 years",":",""
"1973","Serbia","From 15 to 19 years",":",""
"1973","Albania","Total",":",""
"1973","Albania","Less than 15 years",":",""
"1973","Albania","From 15 to 19 years",":",""
"1973","Armenia","Total",":",""
"1973","Armenia","Less than 15 years",":",""
"1973","Armenia","From 15 to 19 years",":",""
"1973","Azerbaijan","Total",":",""
"1973","Azerbaijan","Less than 15 years",":",""
"1973","Azerbaijan","From 15 to 19 years",":",""
"1974","Belgium","Total",":",""
"1974","Belgium","Less than 15 years",":",""
"1974","Belgium","From 15 to 19 years",":",""
"1974","Bulgaria","Total","144,509",""
"1974","Bulgaria","Less than 15 years",":",""
"1974","Bulgaria","From 15 to 19 years",":",""
"1974","Czech Republic","Total","56,969",""
"1974","Czech Republic","Less than 15 years",":",""
"1974","Czech Republic","From 15 to 19 years",":",""
"1974","Denmark","Total","24,868",""
"1974","Denmark","Less than 15 years",":",""
"1974","Denmark","From 15 to 19 years",":",""
"1974","Germany (until 1990 former territory of the FRG)","Total",":",""
"1974","Germany (until 1990 former territory of the FRG)","Less than 15 years",":",""
"1974","Germany (until 1990 former territory of the FRG)","From 15 to 19 years",":",""
"1974","Estonia","Total",":",""
"1974","Estonia","Less than 15 years",":",""
"1974","Estonia","From 15 to 19 years",":",""
"1974","Greece","Total",":",""
"1974","Greece","Less than 15 years",":",""
"1974","Greece","From 15 to 19 years",":",""
"1974","Spain","Total",":",""
"1974","Spain","Less than 15 years",":",""
"1974","Spain","From 15 to 19 years",":",""
"1974","France","Total",":",""
"1974","France","Less than 15 years",":",""
"1974","France","From 15 to 19 years",":",""
"1974","Croatia","Total","39,441",""
"1974","Croatia","Less than 15 years",":",""
"1974","Croatia","From 15 to 19 years",":",""
"1974","Italy","Total",":",""
"1974","Italy","Less than 15 years",":",""
"1974","Italy","From 15 to 19 years",":",""
"1974","Latvia","Total",":",""
"1974","Latvia","Less than 15 years",":",""
"1974","Latvia","From 15 to 19 years",":",""
"1974","Lithuania","Total","46,658",""
"1974","Lithuania","Less than 15 years",":",""
"1974","Lithuania","From 15 to 19 years",":",""
"1974","Hungary","Total","102,022",""
"1974","Hungary","Less than 15 years",":",""
"1974","Hungary","From 15 to 19 years",":",""
"1974","Netherlands","Total","17,600",""
"1974","Netherlands","Less than 15 years",":",""
"1974","Netherlands","From 15 to 19 years",":",""
"1974","Austria","Total",":",""
"1974","Austria","Less than 15 years",":",""
"1974","Austria","From 15 to 19 years",":",""
"1974","Poland","Total",":",""
"1974","Poland","Less than 15 years",":",""
"1974","Poland","From 15 to 19 years",":",""
"1974","Portugal","Total",":",""
"1974","Portugal","Less than 15 years",":",""
"1974","Portugal","From 15 to 19 years",":",""
"1974","Romania","Total",":",""
"1974","Romania","Less than 15 years",":",""
"1974","Romania","From 15 to 19 years",":",""
"1974","Slovenia","Total",":",""
"1974","Slovenia","Less than 15 years",":",""
"1974","Slovenia","From 15 to 19 years",":",""
"1974","Slovakia","Total","35,226",""
"1974","Slovakia","Less than 15 years",":",""
"1974","Slovakia","From 15 to 19 years",":",""
"1974","Finland","Total",":",""
"1974","Finland","Less than 15 years",":",""
"1974","Finland","From 15 to 19 years",":",""
"1974","Sweden","Total","30,636",""
"1974","Sweden","Less than 15 years","309",""
"1974","Sweden","From 15 to 19 years","7,184",""
"1974","United Kingdom","Total","170,500",""
"1974","United Kingdom","Less than 15 years",":",""
"1974","United Kingdom","From 15 to 19 years",":",""
"1974","Iceland","Total",":",""
"1974","Iceland","Less than 15 years",":",""
"1974","Iceland","From 15 to 19 years",":",""
"1974","Norway","Total",":",""
"1974","Norway","Less than 15 years",":",""
"1974","Norway","From 15 to 19 years",":",""
"1974","Switzerland","Total",":",""
"1974","Switzerland","Less than 15 years",":",""
"1974","Switzerland","From 15 to 19 years",":",""
"1974","Former Yugoslav Republic of Macedonia, the","Total",":",""
"1974","Former Yugoslav Republic of Macedonia, the","Less than 15 years",":",""
"1974","Former Yugoslav Republic of Macedonia, the","From 15 to 19 years",":",""
"1974","Serbia","Total",":",""
"1974","Serbia","Less than 15 years",":",""
"1974","Serbia","From 15 to 19 years",":",""
"1974","Albania","Total",":",""
"1974","Albania","Less than 15 years",":",""
"1974","Albania","From 15 to 19 years",":",""
"1974","Armenia","Total",":",""
"1974","Armenia","Less than 15 years",":",""
"1974","Armenia","From 15 to 19 years",":",""
"1974","Azerbaijan","Total",":",""
"1974","Azerbaijan","Less than 15 years",":",""
"1974","Azerbaijan","From 15 to 19 years",":",""
"1975","Belgium","Total",":",""
"1975","Belgium","Less than 15 years",":",""
"1975","Belgium","From 15 to 19 years",":",""
"1975","Bulgaria","Total","143,450",""
"1975","Bulgaria","Less than 15 years",":",""
"1975","Bulgaria","From 15 to 19 years",":",""
"1975","Czech Republic","Total","55,511",""
"1975","Czech Republic","Less than 15 years",":",""
"1975","Czech Republic","From 15 to 19 years",":",""
"1975","Denmark","Total","27,884",""
"1975","Denmark","Less than 15 years",":",""
"1975","Denmark","From 15 to 19 years",":",""
"1975","Germany (until 1990 former territory of the FRG)","Total",":",""
"1975","Germany (until 1990 former territory of the FRG)","Less than 15 years",":",""
"1975","Germany (until 1990 former territory of the FRG)","From 15 to 19 years",":",""
"1975","Estonia","Total","38,927",""
"1975","Estonia","Less than 15 years",":",""
"1975","Estonia","From 15 to 19 years",":",""
"1975","Greece","Total",":",""
"1975","Greece","Less than 15 years",":",""
"1975","Greece","From 15 to 19 years",":",""
"1975","Spain","Total",":",""
"1975","Spain","Less than 15 years",":",""
"1975","Spain","From 15 to 19 years",":",""
"1975","France","Total",":",""
"1975","France","Less than 15 years",":",""
"1975","France","From 15 to 19 years",":",""
"1975","Croatia","Total","40,870",""
"1975","Croatia","Less than 15 years",":",""
"1975","Croatia","From 15 to 19 years",":",""
"1975","Italy","Total",":",""
"1975","Italy","Less than 15 years",":",""
"1975","Italy","From 15 to 19 years",":",""
"1975","Latvia","Total",":",""
"1975","Latvia","Less than 15 years",":",""
"1975","Latvia","From 15 to 19 years",":",""
"1975","Lithuania","Total","45,582",""
"1975","Lithuania","Less than 15 years",":",""
"1975","Lithuania","From 15 to 19 years",":",""
"1975","Hungary","Total","96,212",""
"1975","Hungary","Less than 15 years",":",""
"1975","Hungary","From 15 to 19 years",":",""
"1975","Netherlands","Total","15,500",""
"1975","Netherlands","Less than 15 years",":",""
"1975","Netherlands","From 15 to 19 years",":",""
"1975","Austria","Total","26,433",""
"1975","Austria","Less than 15 years",":",""
"1975","Austria","From 15 to 19 years",":",""
"1975","Poland","Total","138,634",""
"1975","Poland","Less than 15 years",":",""
"1975","Poland","From 15 to 19 years",":",""
"1975","Portugal","Total",":",""
"1975","Portugal","Less than 15 years",":",""
"1975","Portugal","From 15 to 19 years",":",""
"1975","Romania","Total","359,417",""
"1975","Romania","Less than 15 years",":",""
"1975","Romania","From 15 to 19 years",":",""
"1975","Slovenia","Total",":",""
"1975","Slovenia","Less than 15 years",":",""
"1975","Slovenia","From 15 to 19 years",":",""
"1975","Slovakia","Total","35,437",""
"1975","Slovakia","Less than 15 years",":",""
"1975","Slovakia","From 15 to 19 years",":",""
"1975","Finland","Total",":",""
"1975","Finland","Less than 15 years",":",""
"1975","Finland","From 15 to 19 years",":",""
"1975","Sweden","Total","32,526",""
"1975","Sweden","Less than 15 years","276",""
"1975","Sweden","From 15 to 19 years","7,471",""
"1975","United Kingdom","Total","147,029",""
"1975","United Kingdom","Less than 15 years",":",""
"1975","United Kingdom","From 15 to 19 years",":",""
"1975","Iceland","Total","274",""
"1975","Iceland","Less than 15 years",":",""
"1975","Iceland","From 15 to 19 years",":",""
"1975","Norway","Total","15,132",""
"1975","Norway","Less than 15 years",":",""
"1975","Norway","From 15 to 19 years",":",""
"1975","Switzerland","Total",":",""
"1975","Switzerland","Less than 15 years",":",""
"1975","Switzerland","From 15 to 19 years",":",""
"1975","Former Yugoslav Republic of Macedonia, the","Total","17,645",""
"1975","Former Yugoslav Republic of Macedonia, the","Less than 15 years",":",""
"1975","Former Yugoslav Republic of Macedonia, the","From 15 to 19 years",":",""
"1975","Serbia","Total",":",""
"1975","Serbia","Less than 15 years",":",""
"1975","Serbia","From 15 to 19 years",":",""
"1975","Albania","Total","11,422",""
"1975","Albania","Less than 15 years",":",""
"1975","Albania","From 15 to 19 years",":",""
"1975","Armenia","Total",":",""
"1975","Armenia","Less than 15 years",":",""
"1975","Armenia","From 15 to 19 years",":",""
"1975","Azerbaijan","Total",":",""
"1975","Azerbaijan","Less than 15 years",":",""
"1975","Azerbaijan","From 15 to 19 years",":",""
"1976","Belgium","Total",":",""
"1976","Belgium","Less than 15 years",":",""
"1976","Belgium","From 15 to 19 years",":",""
"1976","Bulgaria","Total","142,267",""
"1976","Bulgaria","Less than 15 years",":",""
"1976","Bulgaria","From 15 to 19 years",":",""
"1976","Czech Republic","Total","56,889",""
"1976","Czech Republic","Less than 15 years",":",""
"1976","Czech Republic","From 15 to 19 years",":",""
"1976","Denmark","Total","26,842",""
"1976","Denmark","Less than 15 years",":",""
"1976","Denmark","From 15 to 19 years",":",""
"1976","Germany (until 1990 former territory of the FRG)","Total",":",""
"1976","Germany (until 1990 former territory of the FRG)","Less than 15 years",":",""
"1976","Germany (until 1990 former territory of the FRG)","From 15 to 19 years",":",""
"1976","Estonia","Total",":",""
"1976","Estonia","Less than 15 years",":",""
"1976","Estonia","From 15 to 19 years",":",""
"1976","Greece","Total",":",""
"1976","Greece","Less than 15 years",":",""
"1976","Greece","From 15 to 19 years",":",""
"1976","Spain","Total",":",""
"1976","Spain","Less than 15 years",":",""
"1976","Spain","From 15 to 19 years",":",""
"1976","France","Total",":",""
"1976","France","Less than 15 years",":",""
"1976","France","From 15 to 19 years",":",""
"1976","Croatia","Total","41,216",""
"1976","Croatia","Less than 15 years",":",""
"1976","Croatia","From 15 to 19 years",":",""
"1976","Italy","Total",":",""
"1976","Italy","Less than 15 years",":",""
"1976","Italy","From 15 to 19 years",":",""
"1976","Latvia","Total",":",""
"1976","Latvia","Less than 15 years",":",""
"1976","Latvia","From 15 to 19 years",":",""
"1976","Lithuania","Total",":",""
"1976","Lithuania","Less than 15 years",":",""
"1976","Lithuania","From 15 to 19 years",":",""
"1976","Hungary","Total","94,720",""
"1976","Hungary","Less than 15 years",":",""
"1976","Hungary","From 15 to 19 years",":",""
"1976","Netherlands","Total","14,800",""
"1976","Netherlands","Less than 15 years",":",""
"1976","Netherlands","From 15 to 19 years",":",""
"1976","Austria","Total",":",""
"1976","Austria","Less than 15 years",":",""
"1976","Austria","From 15 to 19 years",":",""
"1976","Poland","Total",":",""
"1976","Poland","Less than 15 years",":",""
"1976","Poland","From 15 to 19 years",":",""
"1976","Portugal","Total",":",""
"1976","Portugal","Less than 15 years",":",""
"1976","Portugal","From 15 to 19 years",":",""
"1976","Romania","Total",":",""
"1976","Romania","Less than 15 years",":",""
"1976","Romania","From 15 to 19 years",":",""
"1976","Slovenia","Total",":",""
"1976","Slovenia","Less than 15 years",":",""
"1976","Slovenia","From 15 to 19 years",":",""
"1976","Slovakia","Total","37,233",""
"1976","Slovakia","Less than 15 years",":",""
"1976","Slovakia","From 15 to 19 years",":",""
"1976","Finland","Total",":",""
"1976","Finland","Less than 15 years",":",""
"1976","Finland","From 15 to 19 years",":",""
"1976","Sweden","Total","32,351",""
"1976","Sweden","Less than 15 years","309",""
"1976","Sweden","From 15 to 19 years","7,085",""
"1976","United Kingdom","Total","136,800",""
"1976","United Kingdom","Less than 15 years",":",""
"1976","United Kingdom","From 15 to 19 years",":",""
"1976","Iceland","Total",":",""
"1976","Iceland","Less than 15 years",":",""
"1976","Iceland","From 15 to 19 years",":",""
"1976","Norway","Total",":",""
"1976","Norway","Less than 15 years",":",""
"1976","Norway","From 15 to 19 years",":",""
"1976","Switzerland","Total",":",""
"1976","Switzerland","Less than 15 years",":",""
"1976","Switzerland","From 15 to 19 years",":",""
"1976","Former Yugoslav Republic of Macedonia, the","Total",":",""
"1976","Former Yugoslav Republic of Macedonia, the","Less than 15 years",":",""
"1976","Former Yugoslav Republic of Macedonia, the","From 15 to 19 years",":",""
"1976","Serbia","Total",":",""
"1976","Serbia","Less than 15 years",":",""
"1976","Serbia","From 15 to 19 years",":",""
"1976","Albania","Total",":",""
"1976","Albania","Less than 15 years",":",""
"1976","Albania","From 15 to 19 years",":",""
"1976","Armenia","Total",":",""
"1976","Armenia","Less than 15 years",":",""
"1976","Armenia","From 15 to 19 years",":",""
"1976","Azerbaijan","Total",":",""
"1976","Azerbaijan","Less than 15 years",":",""
"1976","Azerbaijan","From 15 to 19 years",":",""
"1977","Belgium","Total",":",""
"1977","Belgium","Less than 15 years",":",""
"1977","Belgium","From 15 to 19 years",":",""
"1977","Bulgaria","Total","141,917",""
"1977","Bulgaria","Less than 15 years",":",""
"1977","Bulgaria","From 15 to 19 years",":",""
"1977","Czech Republic","Total","61,114",""
"1977","Czech Republic","Less than 15 years",":",""
"1977","Czech Republic","From 15 to 19 years",":",""
"1977","Denmark","Total","25,662",""
"1977","Denmark","Less than 15 years",":",""
"1977","Denmark","From 15 to 19 years",":",""
"1977","Germany (until 1990 former territory of the FRG)","Total","134,454",""
"1977","Germany (until 1990 former territory of the FRG)","Less than 15 years",":",""
"1977","Germany (until 1990 former territory of the FRG)","From 15 to 19 years",":",""
"1977","Estonia","Total",":",""
"1977","Estonia","Less than 15 years",":",""
"1977","Estonia","From 15 to 19 years",":",""
"1977","Greece","Total",":",""
"1977","Greece","Less than 15 years",":",""
"1977","Greece","From 15 to 19 years",":",""
"1977","Spain","Total",":",""
"1977","Spain","Less than 15 years",":",""
"1977","Spain","From 15 to 19 years",":",""
"1977","France","Total",":",""
"1977","France","Less than 15 years",":",""
"1977","France","From 15 to 19 years",":",""
"1977","Croatia","Total","43,789",""
"1977","Croatia","Less than 15 years",":",""
"1977","Croatia","From 15 to 19 years",":",""
"1977","Italy","Total",":",""
"1977","Italy","Less than 15 years",":",""
"1977","Italy","From 15 to 19 years",":",""
"1977","Latvia","Total",":",""
"1977","Latvia","Less than 15 years",":",""
"1977","Latvia","From 15 to 19 years",":",""
"1977","Lithuania","Total",":",""
"1977","Lithuania","Less than 15 years",":",""
"1977","Lithuania","From 15 to 19 years",":",""
"1977","Hungary","Total","89,096",""
"1977","Hungary","Less than 15 years",":",""
"1977","Hungary","From 15 to 19 years",":",""
"1977","Netherlands","Total","16,100",""
"1977","Netherlands","Less than 15 years",":",""
"1977","Netherlands","From 15 to 19 years",":",""
"1977","Austria","Total",":",""
"1977","Austria","Less than 15 years",":",""
"1977","Austria","From 15 to 19 years",":",""
"1977","Poland","Total",":",""
"1977","Poland","Less than 15 years",":",""
"1977","Poland","From 15 to 19 years",":",""
"1977","Portugal","Total",":",""
"1977","Portugal","Less than 15 years",":",""
"1977","Portugal","From 15 to 19 years",":",""
"1977","Romania","Total",":",""
"1977","Romania","Less than 15 years",":",""
"1977","Romania","From 15 to 19 years",":",""
"1977","Slovenia","Total",":",""
"1977","Slovenia","Less than 15 years",":",""
"1977","Slovenia","From 15 to 19 years",":",""
"1977","Slovakia","Total","37,110",""
"1977","Slovakia","Less than 15 years",":",""
"1977","Slovakia","From 15 to 19 years",":",""
"1977","Finland","Total",":",""
"1977","Finland","Less than 15 years",":",""
"1977","Finland","From 15 to 19 years",":",""
"1977","Sweden","Total","31,462",""
"1977","Sweden","Less than 15 years","308",""
"1977","Sweden","From 15 to 19 years","6,494",""
"1977","United Kingdom","Total","140,300",""
"1977","United Kingdom","Less than 15 years",":",""
"1977","United Kingdom","From 15 to 19 years",":",""
"1977","Iceland","Total",":",""
"1977","Iceland","Less than 15 years",":",""
"1977","Iceland","From 15 to 19 years",":",""
"1977","Norway","Total",":",""
"1977","Norway","Less than 15 years",":",""
"1977","Norway","From 15 to 19 years",":",""
"1977","Switzerland","Total",":",""
"1977","Switzerland","Less than 15 years",":",""
"1977","Switzerland","From 15 to 19 years",":",""
"1977","Former Yugoslav Republic of Macedonia, the","Total",":",""
"1977","Former Yugoslav Republic of Macedonia, the","Less than 15 years",":",""
"1977","Former Yugoslav Republic of Macedonia, the","From 15 to 19 years",":",""
"1977","Serbia","Total",":",""
"1977","Serbia","Less than 15 years",":",""
"1977","Serbia","From 15 to 19 years",":",""
"1977","Albania","Total",":",""
"1977","Albania","Less than 15 years",":",""
"1977","Albania","From 15 to 19 years",":",""
"1977","Armenia","Total",":",""
"1977","Armenia","Less than 15 years",":",""
"1977","Armenia","From 15 to 19 years",":",""
"1977","Azerbaijan","Total",":",""
"1977","Azerbaijan","Less than 15 years",":",""
"1977","Azerbaijan","From 15 to 19 years",":",""
"1978","Belgium","Total",":",""
"1978","Belgium","Less than 15 years",":",""
"1978","Belgium","From 15 to 19 years",":",""
"1978","Bulgaria","Total","147,974",""
"1978","Bulgaria","Less than 15 years",":",""
"1978","Bulgaria","From 15 to 19 years",":",""
"1978","Czech Republic","Total","63,904",""
"1978","Czech Republic","Less than 15 years",":",""
"1978","Czech Republic","From 15 to 19 years",":",""
"1978","Denmark","Total","23,699",""
"1978","Denmark","Less than 15 years",":",""
"1978","Denmark","From 15 to 19 years",":",""
"1978","Germany (until 1990 former territory of the FRG)","Total","152,635",""
"1978","Germany (until 1990 former territory of the FRG)","Less than 15 years",":",""
"1978","Germany (until 1990 former territory of the FRG)","From 15 to 19 years",":",""
"1978","Estonia","Total",":",""
"1978","Estonia","Less than 15 years",":",""
"1978","Estonia","From 15 to 19 years",":",""
"1978","Greece","Total",":",""
"1978","Greece","Less than 15 years",":",""
"1978","Greece","From 15 to 19 years",":",""
"1978","Spain","Total",":",""
"1978","Spain","Less than 15 years",":",""
"1978","Spain","From 15 to 19 years",":",""
"1978","France","Total",":",""
"1978","France","Less than 15 years",":",""
"1978","France","From 15 to 19 years",":",""
"1978","Croatia","Total","42,332",""
"1978","Croatia","Less than 15 years",":",""
"1978","Croatia","From 15 to 19 years",":",""
"1978","Italy","Total",":",""
"1978","Italy","Less than 15 years",":",""
"1978","Italy","From 15 to 19 years",":",""
"1978","Latvia","Total",":",""
"1978","Latvia","Less than 15 years",":",""
"1978","Latvia","From 15 to 19 years",":",""
"1978","Lithuania","Total",":",""
"1978","Lithuania","Less than 15 years",":",""
"1978","Lithuania","From 15 to 19 years",":",""
"1978","Hungary","Total","83,545",""
"1978","Hungary","Less than 15 years",":",""
"1978","Hungary","From 15 to 19 years",":",""
"1978","Netherlands","Total","15,300",""
"1978","Netherlands","Less than 15 years",":",""
"1978","Netherlands","From 15 to 19 years",":",""
"1978","Austria","Total",":",""
"1978","Austria","Less than 15 years",":",""
"1978","Austria","From 15 to 19 years",":",""
"1978","Poland","Total",":",""
"1978","Poland","Less than 15 years",":",""
"1978","Poland","From 15 to 19 years",":",""
"1978","Portugal","Total",":",""
"1978","Portugal","Less than 15 years",":",""
"1978","Portugal","From 15 to 19 years",":",""
"1978","Romania","Total",":",""
"1978","Romania","Less than 15 years",":",""
"1978","Romania","From 15 to 19 years",":",""
"1978","Slovenia","Total",":",""
"1978","Slovenia","Less than 15 years",":",""
"1978","Slovenia","From 15 to 19 years",":",""
"1978","Slovakia","Total","38,405",""
"1978","Slovakia","Less than 15 years",":",""
"1978","Slovakia","From 15 to 19 years",":",""
"1978","Finland","Total",":",""
"1978","Finland","Less than 15 years",":",""
"1978","Finland","From 15 to 19 years",":",""
"1978","Sweden","Total","31,918",""
"1978","Sweden","Less than 15 years","296",""
"1978","Sweden","From 15 to 19 years","5,969",""
"1978","United Kingdom","Total","148,900",""
"1978","United Kingdom","Less than 15 years",":",""
"1978","United Kingdom","From 15 to 19 years",":",""
"1978","Iceland","Total",":",""
"1978","Iceland","Less than 15 years",":",""
"1978","Iceland","From 15 to 19 years",":",""
"1978","Norway","Total",":",""
"1978","Norway","Less than 15 years",":",""
"1978","Norway","From 15 to 19 years",":",""
"1978","Switzerland","Total",":",""
"1978","Switzerland","Less than 15 years",":",""
"1978","Switzerland","From 15 to 19 years",":",""
"1978","Former Yugoslav Republic of Macedonia, the","Total",":",""
"1978","Former Yugoslav Republic of Macedonia, the","Less than 15 years",":",""
"1978","Former Yugoslav Republic of Macedonia, the","From 15 to 19 years",":",""
"1978","Serbia","Total",":",""
"1978","Serbia","Less than 15 years",":",""
"1978","Serbia","From 15 to 19 years",":",""
"1978","Albania","Total",":",""
"1978","Albania","Less than 15 years",":",""
"1978","Albania","From 15 to 19 years",":",""
"1978","Armenia","Total",":",""
"1978","Armenia","Less than 15 years",":",""
"1978","Armenia","From 15 to 19 years",":",""
"1978","Azerbaijan","Total",":",""
"1978","Azerbaijan","Less than 15 years",":",""
"1978","Azerbaijan","From 15 to 19 years",":",""
"1979","Belgium","Total",":",""
"1979","Belgium","Less than 15 years",":",""
"1979","Belgium","From 15 to 19 years",":",""
"1979","Bulgaria","Total","148,084",""
"1979","Bulgaria","Less than 15 years",":",""
"1979","Bulgaria","From 15 to 19 years",":",""
"1979","Czech Republic","Total","64,505",""
"1979","Czech Republic","Less than 15 years",":",""
"1979","Czech Republic","From 15 to 19 years",":",""
"1979","Denmark","Total","23,193",""
"1979","Denmark","Less than 15 years",":",""
"1979","Denmark","From 15 to 19 years",":",""
"1979","Germany (until 1990 former territory of the FRG)","Total","167,923",""
"1979","Germany (until 1990 former territory of the FRG)","Less than 15 years",":",""
"1979","Germany (until 1990 former territory of the FRG)","From 15 to 19 years",":",""
"1979","Estonia","Total",":",""
"1979","Estonia","Less than 15 years",":",""
"1979","Estonia","From 15 to 19 years",":",""
"1979","Greece","Total",":",""
"1979","Greece","Less than 15 years",":",""
"1979","Greece","From 15 to 19 years",":",""
"1979","Spain","Total",":",""
"1979","Spain","Less than 15 years",":",""
"1979","Spain","From 15 to 19 years",":",""
"1979","France","Total",":",""
"1979","France","Less than 15 years",":",""
"1979","France","From 15 to 19 years",":",""
"1979","Croatia","Total","44,567",""
"1979","Croatia","Less than 15 years",":",""
"1979","Croatia","From 15 to 19 years",":",""
"1979","Italy","Total",":",""
"1979","Italy","Less than 15 years",":",""
"1979","Italy","From 15 to 19 years",":",""
"1979","Latvia","Total",":",""
"1979","Latvia","Less than 15 years",":",""
"1979","Latvia","From 15 to 19 years",":",""
"1979","Lithuania","Total",":",""
"1979","Lithuania","Less than 15 years",":",""
"1979","Lithuania","From 15 to 19 years",":",""
"1979","Hungary","Total","80,767",""
"1979","Hungary","Less than 15 years",":",""
"1979","Hungary","From 15 to 19 years",":",""
"1979","Netherlands","Total","16,600",""
"1979","Netherlands","Less than 15 years",":",""
"1979","Netherlands","From 15 to 19 years",":",""
"1979","Austria","Total",":",""
"1979","Austria","Less than 15 years",":",""
"1979","Austria","From 15 to 19 years",":",""
"1979","Poland","Total",":",""
"1979","Poland","Less than 15 years",":",""
"1979","Poland","From 15 to 19 years",":",""
"1979","Portugal","Total",":",""
"1979","Portugal","Less than 15 years",":",""
"1979","Portugal","From 15 to 19 years",":",""
"1979","Romania","Total",":",""
"1979","Romania","Less than 15 years",":",""
"1979","Romania","From 15 to 19 years",":",""
"1979","Slovenia","Total","16,780",""
"1979","Slovenia","Less than 15 years",":",""
"1979","Slovenia","From 15 to 19 years",":",""
"1979","Slovakia","Total","39,616",""
"1979","Slovakia","Less than 15 years",":",""
"1979","Slovakia","From 15 to 19 years",":",""
"1979","Finland","Total",":",""
"1979","Finland","Less than 15 years",":",""
"1979","Finland","From 15 to 19 years",":",""
"1979","Sweden","Total","34,709",""
"1979","Sweden","Less than 15 years","236",""
"1979","Sweden","From 15 to 19 years","5,850",""
"1979","United Kingdom","Total","157,500",""
"1979","United Kingdom","Less than 15 years",":",""
"1979","United Kingdom","From 15 to 19 years",":",""
"1979","Iceland","Total",":",""
"1979","Iceland","Less than 15 years",":",""
"1979","Iceland","From 15 to 19 years",":",""
"1979","Norway","Total",":",""
"1979","Norway","Less than 15 years",":",""
"1979","Norway","From 15 to 19 years",":",""
"1979","Switzerland","Total",":",""
"1979","Switzerland","Less than 15 years",":",""
"1979","Switzerland","From 15 to 19 years",":",""
"1979","Former Yugoslav Republic of Macedonia, the","Total",":",""
"1979","Former Yugoslav Republic of Macedonia, the","Less than 15 years",":",""
"1979","Former Yugoslav Republic of Macedonia, the","From 15 to 19 years",":",""
"1979","Serbia","Total",":",""
"1979","Serbia","Less than 15 years",":",""
"1979","Serbia","From 15 to 19 years",":",""
"1979","Albania","Total",":",""
"1979","Albania","Less than 15 years",":",""
"1979","Albania","From 15 to 19 years",":",""
"1979","Armenia","Total",":",""
"1979","Armenia","Less than 15 years",":",""
"1979","Armenia","From 15 to 19 years",":",""
"1979","Azerbaijan","Total",":",""
"1979","Azerbaijan","Less than 15 years",":",""
"1979","Azerbaijan","From 15 to 19 years",":",""
"1980","Belgium","Total",":",""
"1980","Belgium","Less than 15 years",":",""
"1980","Belgium","From 15 to 19 years",":",""
"1980","Bulgaria","Total","156,056",""
"1980","Bulgaria","Less than 15 years",":",""
"1980","Bulgaria","From 15 to 19 years",":",""
"1980","Czech Republic","Total","68,930",""
"1980","Czech Republic","Less than 15 years",":",""
"1980","Czech Republic","From 15 to 19 years",":",""
"1980","Denmark","Total","23,334",""
"1980","Denmark","Less than 15 years",":",""
"1980","Denmark","From 15 to 19 years",":",""
"1980","Germany (until 1990 former territory of the FRG)","Total","179,805",""
"1980","Germany (until 1990 former territory of the FRG)","Less than 15 years",":",""
"1980","Germany (until 1990 former territory of the FRG)","From 15 to 19 years",":",""
"1980","Estonia","Total","35,497",""
"1980","Estonia","Less than 15 years",":",""
"1980","Estonia","From 15 to 19 years",":",""
"1980","Greece","Total",":",""
"1980","Greece","Less than 15 years",":",""
"1980","Greece","From 15 to 19 years",":",""
"1980","Spain","Total",":",""
"1980","Spain","Less than 15 years",":",""
"1980","Spain","From 15 to 19 years",":",""
"1980","France","Total",":",""
"1980","France","Less than 15 years",":",""
