"TIME","GEO","AGE","Value","Flag and Footnotes"
"1960","Former Yugoslav Republic of Macedonia, the","Total","9,366",""
"1960","Former Yugoslav Republic of Macedonia, the","Less than 15 years",":",""
"1960","Former Yugoslav Republic of Macedonia, the","From 15 to 19 years",":",""
"1960","Serbia","Total",":",""
"1960","Serbia","Less than 15 years",":",""
"1960","Serbia","From 15 to 19 years",":",""
"1960","Albania","Total",":",""
"1960","Albania","Less than 15 years",":",""
"1960","Albania","From 15 to 19 years",":",""
"1960","Armenia","Total",":",""
"1960","Armenia","Less than 15 years",":",""
"1960","Armenia","From 15 to 19 years",":",""
"1960","Azerbaijan","Total",":",""
"1960","Azerbaijan","Less than 15 years",":",""
"1960","Azerbaijan","From 15 to 19 years",":",""
"1961","Belgium","Total",":",""
"1961","Belgium","Less than 15 years",":",""
"1961","Belgium","From 15 to 19 years",":",""
"1961","Bulgaria","Total","169,060",""
"1961","Bulgaria","Less than 15 years",":",""
"1961","Bulgaria","From 15 to 19 years",":",""
"1961","Czech Republic","Total","70,062",""
"1961","Czech Republic","Less than 15 years",":",""
"1961","Czech Republic","From 15 to 19 years",":",""
"1961","Denmark","Total","4,124",""
"1961","Denmark","Less than 15 years",":",""
"1961","Denmark","From 15 to 19 years",":",""
"1961","Germany (until 1990 former territory of the FRG)","Total",":",""
"1961","Germany (until 1990 former territory of the FRG)","Less than 15 years",":",""
"1961","Germany (until 1990 former territory of the FRG)","From 15 to 19 years",":",""
"1961","Estonia","Total",":",""
"1961","Estonia","Less than 15 years",":",""
"1961","Estonia","From 15 to 19 years",":",""
"1961","Greece","Total",":",""
"1961","Greece","Less than 15 years",":",""
"1961","Greece","From 15 to 19 years",":",""
"1961","Spain","Total",":",""
"1961","Spain","Less than 15 years",":",""
"1961","Spain","From 15 to 19 years",":",""
"1961","France","Total",":",""
"1961","France","Less than 15 years",":",""
"1961","France","From 15 to 19 years",":",""
"1961","Croatia","Total",":",""
"1961","Croatia","Less than 15 years",":",""
"1961","Croatia","From 15 to 19 years",":",""
"1961","Italy","Total",":",""
"1961","Italy","Less than 15 years",":",""
"1961","Italy","From 15 to 19 years",":",""
"1961","Latvia","Total",":",""
"1961","Latvia","Less than 15 years",":",""
"1961","Latvia","From 15 to 19 years",":",""
"1961","Lithuania","Total",":",""
"1961","Lithuania","Less than 15 years",":",""
"1961","Lithuania","From 15 to 19 years",":",""
"1961","Hungary","Total","169,992",""
"1961","Hungary","Less than 15 years",":",""
"1961","Hungary","From 15 to 19 years",":",""
"1961","Netherlands","Total",":",""
"1961","Netherlands","Less than 15 years",":",""
"1961","Netherlands","From 15 to 19 years",":",""
"1961","Austria","Total",":",""
"1961","Austria","Less than 15 years",":",""
"1961","Austria","From 15 to 19 years",":",""
"1961","Poland","Total",":",""
"1961","Poland","Less than 15 years",":",""
"1961","Poland","From 15 to 19 years",":",""
"1961","Portugal","Total",":",""
"1961","Portugal","Less than 15 years",":",""
"1961","Portugal","From 15 to 19 years",":",""
"1961","Romania","Total",":",""
"1961","Romania","Less than 15 years",":",""
"1961","Romania","From 15 to 19 years",":",""
"1961","Slovenia","Total",":",""
"1961","Slovenia","Less than 15 years",":",""
"1961","Slovenia","From 15 to 19 years",":",""
"1961","Slovakia","Total","32,942",""
"1961","Slovakia","Less than 15 years",":",""
"1961","Slovakia","From 15 to 19 years",":",""
"1961","Finland","Total",":",""
"1961","Finland","Less than 15 years",":",""
"1961","Finland","From 15 to 19 years",":",""
"1961","Sweden","Total","2,474",""
"1961","Sweden","Less than 15 years","55",""
"1961","Sweden","From 15 to 19 years","281",""
"1961","United Kingdom","Total",":",""
"1961","United Kingdom","Less than 15 years",":",""
"1961","United Kingdom","From 15 to 19 years",":",""
"1961","Iceland","Total",":",""
"1961","Iceland","Less than 15 years",":",""
"1961","Iceland","From 15 to 19 years",":",""
"1961","Norway","Total",":",""
"1961","Norway","Less than 15 years",":",""
"1961","Norway","From 15 to 19 years",":",""
"1961","Switzerland","Total",":",""
"1961","Switzerland","Less than 15 years",":",""
"1961","Switzerland","From 15 to 19 years",":",""
"1961","Former Yugoslav Republic of Macedonia, the","Total",":",""
"1961","Former Yugoslav Republic of Macedonia, the","Less than 15 years",":",""
"1961","Former Yugoslav Republic of Macedonia, the","From 15 to 19 years",":",""
"1961","Serbia","Total",":",""
"1961","Serbia","Less than 15 years",":",""
"1961","Serbia","From 15 to 19 years",":",""
"1961","Albania","Total",":",""
"1961","Albania","Less than 15 years",":",""
"1961","Albania","From 15 to 19 years",":",""
"1961","Armenia","Total",":",""
"1961","Armenia","Less than 15 years",":",""
"1961","Armenia","From 15 to 19 years",":",""
"1961","Azerbaijan","Total",":",""
"1961","Azerbaijan","Less than 15 years",":",""
"1961","Azerbaijan","From 15 to 19 years",":",""
"1962","Belgium","Total",":",""
"1962","Belgium","Less than 15 years",":",""
"1962","Belgium","From 15 to 19 years",":",""
"1962","Bulgaria","Total","95,842",""
"1962","Bulgaria","Less than 15 years",":",""
"1962","Bulgaria","From 15 to 19 years",":",""
"1962","Czech Republic","Total","66,031",""
"1962","Czech Republic","Less than 15 years",":",""
"1962","Czech Republic","From 15 to 19 years",":",""
"1962","Denmark","Total","3,996",""
"1962","Denmark","Less than 15 years",":",""
"1962","Denmark","From 15 to 19 years",":",""
"1962","Germany (until 1990 former territory of the FRG)","Total",":",""
"1962","Germany (until 1990 former territory of the FRG)","Less than 15 years",":",""
"1962","Germany (until 1990 former territory of the FRG)","From 15 to 19 years",":",""
"1962","Estonia","Total",":",""
"1962","Estonia","Less than 15 years",":",""
"1962","Estonia","From 15 to 19 years",":",""
"1962","Greece","Total",":",""
"1962","Greece","Less than 15 years",":",""
"1962","Greece","From 15 to 19 years",":",""
"1962","Spain","Total",":",""
"1962","Spain","Less than 15 years",":",""
"1962","Spain","From 15 to 19 years",":",""
"1962","France","Total",":",""
"1962","France","Less than 15 years",":",""
"1962","France","From 15 to 19 years",":",""
"1962","Croatia","Total",":",""
"1962","Croatia","Less than 15 years",":",""
"1962","Croatia","From 15 to 19 years",":",""
"1962","Italy","Total",":",""
"1962","Italy","Less than 15 years",":",""
"1962","Italy","From 15 to 19 years",":",""
"1962","Latvia","Total",":",""
"1962","Latvia","Less than 15 years",":",""
"1962","Latvia","From 15 to 19 years",":",""
"1962","Lithuania","Total",":",""
"1962","Lithuania","Less than 15 years",":",""
"1962","Lithuania","From 15 to 19 years",":",""
"1962","Hungary","Total","163,656",""
"1962","Hungary","Less than 15 years",":",""
"1962","Hungary","From 15 to 19 years",":",""
"1962","Netherlands","Total",":",""
"1962","Netherlands","Less than 15 years",":",""
"1962","Netherlands","From 15 to 19 years",":",""
"1962","Austria","Total",":",""
"1962","Austria","Less than 15 years",":",""
"1962","Austria","From 15 to 19 years",":",""
"1962","Poland","Total",":",""
"1962","Poland","Less than 15 years",":",""
"1962","Poland","From 15 to 19 years",":",""
"1962","Portugal","Total",":",""
"1962","Portugal","Less than 15 years",":",""
"1962","Portugal","From 15 to 19 years",":",""
"1962","Romania","Total",":",""
"1962","Romania","Less than 15 years",":",""
"1962","Romania","From 15 to 19 years",":",""
"1962","Slovenia","Total",":",""
"1962","Slovenia","Less than 15 years",":",""
"1962","Slovenia","From 15 to 19 years",":",""
"1962","Slovakia","Total","32,343",""
"1962","Slovakia","Less than 15 years",":",""
"1962","Slovakia","From 15 to 19 years",":",""
"1962","Finland","Total",":",""
"1962","Finland","Less than 15 years",":",""
"1962","Finland","From 15 to 19 years",":",""
"1962","Sweden","Total","2,772",""
"1962","Sweden","Less than 15 years","72",""
"1962","Sweden","From 15 to 19 years","303",""
"1962","United Kingdom","Total",":",""
"1962","United Kingdom","Less than 15 years",":",""
"1962","United Kingdom","From 15 to 19 years",":",""
"1962","Iceland","Total",":",""
"1962","Iceland","Less than 15 years",":",""
"1962","Iceland","From 15 to 19 years",":",""
"1962","Norway","Total",":",""
"1962","Norway","Less than 15 years",":",""
"1962","Norway","From 15 to 19 years",":",""
"1962","Switzerland","Total",":",""
"1962","Switzerland","Less than 15 years",":",""
"1962","Switzerland","From 15 to 19 years",":",""
"1962","Former Yugoslav Republic of Macedonia, the","Total",":",""
"1962","Former Yugoslav Republic of Macedonia, the","Less than 15 years",":",""
"1962","Former Yugoslav Republic of Macedonia, the","From 15 to 19 years",":",""
"1962","Serbia","Total",":",""
"1962","Serbia","Less than 15 years",":",""
"1962","Serbia","From 15 to 19 years",":",""
"1962","Albania","Total",":",""
"1962","Albania","Less than 15 years",":",""
"1962","Albania","From 15 to 19 years",":",""
"1962","Armenia","Total",":",""
"1962","Armenia","Less than 15 years",":",""
"1962","Armenia","From 15 to 19 years",":",""
"1962","Azerbaijan","Total",":",""
"1962","Azerbaijan","Less than 15 years",":",""
"1962","Azerbaijan","From 15 to 19 years",":",""
"1963","Belgium","Total",":",""
"1963","Belgium","Less than 15 years",":",""
"1963","Belgium","From 15 to 19 years",":",""
"1963","Bulgaria","Total","101,309",""
"1963","Bulgaria","Less than 15 years",":",""
"1963","Bulgaria","From 15 to 19 years",":",""
"1963","Czech Republic","Total","51,470",""
"1963","Czech Republic","Less than 15 years",":",""
"1963","Czech Republic","From 15 to 19 years",":",""
"1963","Denmark","Total","3,971",""
"1963","Denmark","Less than 15 years",":",""
"1963","Denmark","From 15 to 19 years",":",""
"1963","Germany (until 1990 former territory of the FRG)","Total",":",""
"1963","Germany (until 1990 former territory of the FRG)","Less than 15 years",":",""
"1963","Germany (until 1990 former territory of the FRG)","From 15 to 19 years",":",""
"1963","Estonia","Total",":",""
"1963","Estonia","Less than 15 years",":",""
"1963","Estonia","From 15 to 19 years",":",""
"1963","Greece","Total",":",""
"1963","Greece","Less than 15 years",":",""
"1963","Greece","From 15 to 19 years",":",""
"1963","Spain","Total",":",""
"1963","Spain","Less than 15 years",":",""
"1963","Spain","From 15 to 19 years",":",""
"1963","France","Total",":",""
"1963","France","Less than 15 years",":",""
"1963","France","From 15 to 19 years",":",""
"1963","Croatia","Total",":",""
"1963","Croatia","Less than 15 years",":",""
"1963","Croatia","From 15 to 19 years",":",""
"1963","Italy","Total",":",""
"1963","Italy","Less than 15 years",":",""
"1963","Italy","From 15 to 19 years",":",""
"1963","Latvia","Total",":",""
"1963","Latvia","Less than 15 years",":",""
"1963","Latvia","From 15 to 19 years",":",""
"1963","Lithuania","Total",":",""
"1963","Lithuania","Less than 15 years",":",""
"1963","Lithuania","From 15 to 19 years",":",""
"1963","Hungary","Total","173,835",""
"1963","Hungary","Less than 15 years",":",""
"1963","Hungary","From 15 to 19 years",":",""
"1963","Netherlands","Total",":",""
"1963","Netherlands","Less than 15 years",":",""
"1963","Netherlands","From 15 to 19 years",":",""
"1963","Austria","Total",":",""
"1963","Austria","Less than 15 years",":",""
"1963","Austria","From 15 to 19 years",":",""
"1963","Poland","Total",":",""
"1963","Poland","Less than 15 years",":",""
"1963","Poland","From 15 to 19 years",":",""
"1963","Portugal","Total",":",""
"1963","Portugal","Less than 15 years",":",""
"1963","Portugal","From 15 to 19 years",":",""
"1963","Romania","Total",":",""
"1963","Romania","Less than 15 years",":",""
"1963","Romania","From 15 to 19 years",":",""
"1963","Slovenia","Total",":",""
"1963","Slovenia","Less than 15 years",":",""
"1963","Slovenia","From 15 to 19 years",":",""
"1963","Slovakia","Total","28,256",""
"1963","Slovakia","Less than 15 years",":",""
"1963","Slovakia","From 15 to 19 years",":",""
"1963","Finland","Total",":",""
"1963","Finland","Less than 15 years",":",""
"1963","Finland","From 15 to 19 years",":",""
"1963","Sweden","Total","3,100",""
"1963","Sweden","Less than 15 years","67",""
"1963","Sweden","From 15 to 19 years","403",""
"1963","United Kingdom","Total",":",""
"1963","United Kingdom","Less than 15 years",":",""
"1963","United Kingdom","From 15 to 19 years",":",""
"1963","Iceland","Total",":",""
"1963","Iceland","Less than 15 years",":",""
"1963","Iceland","From 15 to 19 years",":",""
"1963","Norway","Total",":",""
"1963","Norway","Less than 15 years",":",""
"1963","Norway","From 15 to 19 years",":",""
"1963","Switzerland","Total",":",""
"1963","Switzerland","Less than 15 years",":",""
"1963","Switzerland","From 15 to 19 years",":",""
"1963","Former Yugoslav Republic of Macedonia, the","Total",":",""
"1963","Former Yugoslav Republic of Macedonia, the","Less than 15 years",":",""
"1963","Former Yugoslav Republic of Macedonia, the","From 15 to 19 years",":",""
"1963","Serbia","Total",":",""
"1963","Serbia","Less than 15 years",":",""
"1963","Serbia","From 15 to 19 years",":",""
"1963","Albania","Total",":",""
"1963","Albania","Less than 15 years",":",""
"1963","Albania","From 15 to 19 years",":",""
"1963","Armenia","Total",":",""
"1963","Armenia","Less than 15 years",":",""
"1963","Armenia","From 15 to 19 years",":",""
"1963","Azerbaijan","Total",":",""
"1963","Azerbaijan","Less than 15 years",":",""
"1963","Azerbaijan","From 15 to 19 years",":",""
"1964","Belgium","Total",":",""
"1964","Belgium","Less than 15 years",":",""
"1964","Belgium","From 15 to 19 years",":",""
"1964","Bulgaria","Total","112,310",""
"1964","Bulgaria","Less than 15 years",":",""
"1964","Bulgaria","From 15 to 19 years",":",""
"1964","Czech Republic","Total","51,524",""
"1964","Czech Republic","Less than 15 years",":",""
"1964","Czech Republic","From 15 to 19 years",":",""
"1964","Denmark","Total","4,527",""
"1964","Denmark","Less than 15 years",":",""
"1964","Denmark","From 15 to 19 years",":",""
"1964","Germany (until 1990 former territory of the FRG)","Total",":",""
"1964","Germany (until 1990 former territory of the FRG)","Less than 15 years",":",""
"1964","Germany (until 1990 former territory of the FRG)","From 15 to 19 years",":",""
"1964","Estonia","Total",":",""
"1964","Estonia","Less than 15 years",":",""
"1964","Estonia","From 15 to 19 years",":",""
"1964","Greece","Total",":",""
"1964","Greece","Less than 15 years",":",""
"1964","Greece","From 15 to 19 years",":",""
"1964","Spain","Total",":",""
"1964","Spain","Less than 15 years",":",""
"1964","Spain","From 15 to 19 years",":",""
"1964","France","Total",":",""
"1964","France","Less than 15 years",":",""
"1964","France","From 15 to 19 years",":",""
"1964","Croatia","Total",":",""
"1964","Croatia","Less than 15 years",":",""
"1964","Croatia","From 15 to 19 years",":",""
"1964","Italy","Total",":",""
"1964","Italy","Less than 15 years",":",""
"1964","Italy","From 15 to 19 years",":",""
"1964","Latvia","Total",":",""
"1964","Latvia","Less than 15 years",":",""
"1964","Latvia","From 15 to 19 years",":",""
"1964","Lithuania","Total",":",""
"1964","Lithuania","Less than 15 years",":",""
"1964","Lithuania","From 15 to 19 years",":",""
"1964","Hungary","Total","184,367",""
"1964","Hungary","Less than 15 years",":",""
"1964","Hungary","From 15 to 19 years",":",""
"1964","Netherlands","Total",":",""
"1964","Netherlands","Less than 15 years",":",""
"1964","Netherlands","From 15 to 19 years",":",""
"1964","Austria","Total",":",""
"1964","Austria","Less than 15 years",":",""
"1964","Austria","From 15 to 19 years",":",""
"1964","Poland","Total",":",""
"1964","Poland","Less than 15 years",":",""
"1964","Poland","From 15 to 19 years",":",""
"1964","Portugal","Total",":",""
"1964","Portugal","Less than 15 years",":",""
"1964","Portugal","From 15 to 19 years",":",""
"1964","Romania","Total",":",""
"1964","Romania","Less than 15 years",":",""
"1964","Romania","From 15 to 19 years",":",""
"1964","Slovenia","Total",":",""
"1964","Slovenia","Less than 15 years",":",""
"1964","Slovenia","From 15 to 19 years",":",""
"1964","Slovakia","Total","28,323",""
"1964","Slovakia","Less than 15 years",":",""
"1964","Slovakia","From 15 to 19 years",":",""
"1964","Finland","Total",":",""
"1964","Finland","Less than 15 years",":",""
"1964","Finland","From 15 to 19 years",":",""
"1964","Sweden","Total","4,073",""
"1964","Sweden","Less than 15 years","62",""
"1964","Sweden","From 15 to 19 years","635",""
"1964","United Kingdom","Total",":",""
"1964","United Kingdom","Less than 15 years",":",""
"1964","United Kingdom","From 15 to 19 years",":",""
"1964","Iceland","Total",":",""
"1964","Iceland","Less than 15 years",":",""
"1964","Iceland","From 15 to 19 years",":",""
"1964","Norway","Total",":",""
"1964","Norway","Less than 15 years",":",""
"1964","Norway","From 15 to 19 years",":",""
"1964","Switzerland","Total",":",""
"1964","Switzerland","Less than 15 years",":",""
"1964","Switzerland","From 15 to 19 years",":",""
"1964","Former Yugoslav Republic of Macedonia, the","Total",":",""
"1964","Former Yugoslav Republic of Macedonia, the","Less than 15 years",":",""
"1964","Former Yugoslav Republic of Macedonia, the","From 15 to 19 years",":",""
"1964","Serbia","Total",":",""
"1964","Serbia","Less than 15 years",":",""
"1964","Serbia","From 15 to 19 years",":",""
"1964","Albania","Total",":",""
"1964","Albania","Less than 15 years",":",""
"1964","Albania","From 15 to 19 years",":",""
"1964","Armenia","Total",":",""
"1964","Armenia","Less than 15 years",":",""
"1964","Armenia","From 15 to 19 years",":",""
"1964","Azerbaijan","Total",":",""
"1964","Azerbaijan","Less than 15 years",":",""
"1964","Azerbaijan","From 15 to 19 years",":",""
"1965","Belgium","Total",":",""
"1965","Belgium","Less than 15 years",":",""
"1965","Belgium","From 15 to 19 years",":",""
"1965","Bulgaria","Total","116,079",""
"1965","Bulgaria","Less than 15 years",":",""
"1965","Bulgaria","From 15 to 19 years",":",""
"1965","Czech Republic","Total","58,554",""
"1965","Czech Republic","Less than 15 years",":",""
"1965","Czech Republic","From 15 to 19 years",":",""
"1965","Denmark","Total","5,188",""
"1965","Denmark","Less than 15 years",":",""
"1965","Denmark","From 15 to 19 years",":",""
"1965","Germany (until 1990 former territory of the FRG)","Total",":",""
"1965","Germany (until 1990 former territory of the FRG)","Less than 15 years",":",""
"1965","Germany (until 1990 former territory of the FRG)","From 15 to 19 years",":",""
"1965","Estonia","Total","40,059",""
"1965","Estonia","Less than 15 years",":",""
"1965","Estonia","From 15 to 19 years",":",""
"1965","Greece","Total",":",""
"1965","Greece","Less than 15 years",":",""
"1965","Greece","From 15 to 19 years",":",""
"1965","Spain","Total",":",""
"1965","Spain","Less than 15 years",":",""
"1965","Spain","From 15 to 19 years",":",""
"1965","France","Total",":",""
"1965","France","Less than 15 years",":",""
"1965","France","From 15 to 19 years",":",""
"1965","Croatia","Total","33,260",""
"1965","Croatia","Less than 15 years",":",""
"1965","Croatia","From 15 to 19 years",":",""
"1965","Italy","Total",":",""
"1965","Italy","Less than 15 years",":",""
"1965","Italy","From 15 to 19 years",":",""
"1965","Latvia","Total",":",""
"1965","Latvia","Less than 15 years",":",""
"1965","Latvia","From 15 to 19 years",":",""
"1965","Lithuania","Total","44,492",""
"1965","Lithuania","Less than 15 years",":",""
"1965","Lithuania","From 15 to 19 years",":",""
"1965","Hungary","Total","180,269",""
"1965","Hungary","Less than 15 years",":",""
"1965","Hungary","From 15 to 19 years",":",""
"1965","Netherlands","Total",":",""
"1965","Netherlands","Less than 15 years",":",""
"1965","Netherlands","From 15 to 19 years",":",""
"1965","Austria","Total","18,685",""
"1965","Austria","Less than 15 years",":",""
"1965","Austria","From 15 to 19 years",":",""
"1965","Poland","Total","168,587",""
"1965","Poland","Less than 15 years",":",""
"1965","Poland","From 15 to 19 years",":",""
"1965","Portugal","Total",":",""
"1965","Portugal","Less than 15 years",":",""
"1965","Portugal","From 15 to 19 years",":",""
"1965","Romania","Total","1,112,704",""
"1965","Romania","Less than 15 years",":",""
"1965","Romania","From 15 to 19 years",":",""
"1965","Slovenia","Total",":",""
"1965","Slovenia","Less than 15 years",":",""
"1965","Slovenia","From 15 to 19 years",":",""
"1965","Slovakia","Total","29,417",""
"1965","Slovakia","Less than 15 years",":",""
"1965","Slovakia","From 15 to 19 years",":",""
"1965","Finland","Total",":",""
"1965","Finland","Less than 15 years",":",""
"1965","Finland","From 15 to 19 years",":",""
"1965","Sweden","Total","5,346",""
"1965","Sweden","Less than 15 years","56",""
"1965","Sweden","From 15 to 19 years","938",""
"1965","United Kingdom","Total",":",""
"1965","United Kingdom","Less than 15 years",":",""
"1965","United Kingdom","From 15 to 19 years",":",""
"1965","Iceland","Total","68",""
"1965","Iceland","Less than 15 years",":",""
"1965","Iceland","From 15 to 19 years",":",""
"1965","Norway","Total","3,455",""
"1965","Norway","Less than 15 years",":",""
"1965","Norway","From 15 to 19 years",":",""
"1965","Switzerland","Total",":",""
"1965","Switzerland","Less than 15 years",":",""
"1965","Switzerland","From 15 to 19 years",":",""
"1965","Former Yugoslav Republic of Macedonia, the","Total","11,070",""
"1965","Former Yugoslav Republic of Macedonia, the","Less than 15 years",":",""
"1965","Former Yugoslav Republic of Macedonia, the","From 15 to 19 years",":",""
"1965","Serbia","Total",":",""
"1965","Serbia","Less than 15 years",":",""
"1965","Serbia","From 15 to 19 years",":",""
"1965","Albania","Total",":",""
"1965","Albania","Less than 15 years",":",""
"1965","Albania","From 15 to 19 years",":",""
"1965","Armenia","Total",":",""
"1965","Armenia","Less than 15 years",":",""
"1965","Armenia","From 15 to 19 years",":",""
"1965","Azerbaijan","Total",":",""
"1965","Azerbaijan","Less than 15 years",":",""
"1965","Azerbaijan","From 15 to 19 years",":",""
"1966","Belgium","Total",":",""
"1966","Belgium","Less than 15 years",":",""
"1966","Belgium","From 15 to 19 years",":",""
"1966","Bulgaria","Total","121,060",""
"1966","Bulgaria","Less than 15 years",":",""
"1966","Bulgaria","From 15 to 19 years",":",""
"1966","Czech Republic","Total","65,818",""
"1966","Czech Republic","Less than 15 years",":",""
"1966","Czech Republic","From 15 to 19 years",":",""
"1966","Denmark","Total","5,726",""
"1966","Denmark","Less than 15 years",":",""
"1966","Denmark","From 15 to 19 years",":",""
"1966","Germany (until 1990 former territory of the FRG)","Total",":",""
"1966","Germany (until 1990 former territory of the FRG)","Less than 15 years",":",""
"1966","Germany (until 1990 former territory of the FRG)","From 15 to 19 years",":",""
"1966","Estonia","Total",":",""
"1966","Estonia","Less than 15 years",":",""
"1966","Estonia","From 15 to 19 years",":",""
"1966","Greece","Total",":",""
"1966","Greece","Less than 15 years",":",""
"1966","Greece","From 15 to 19 years",":",""
"1966","Spain","Total",":",""
"1966","Spain","Less than 15 years",":",""
"1966","Spain","From 15 to 19 years",":",""
"1966","France","Total",":",""
"1966","France","Less than 15 years",":",""
"1966","France","From 15 to 19 years",":",""
"1966","Croatia","Total",":",""
"1966","Croatia","Less than 15 years",":",""
"1966","Croatia","From 15 to 19 years",":",""
"1966","Italy","Total",":",""
"1966","Italy","Less than 15 years",":",""
"1966","Italy","From 15 to 19 years",":",""
"1966","Latvia","Total",":",""
"1966","Latvia","Less than 15 years",":",""
"1966","Latvia","From 15 to 19 years",":",""
"1966","Lithuania","Total","45,233",""
"1966","Lithuania","Less than 15 years",":",""
"1966","Lithuania","From 15 to 19 years",":",""
"1966","Hungary","Total","186,773",""
"1966","Hungary","Less than 15 years",":",""
"1966","Hungary","From 15 to 19 years",":",""
"1966","Netherlands","Total",":",""
"1966","Netherlands","Less than 15 years",":",""
"1966","Netherlands","From 15 to 19 years",":",""
"1966","Austria","Total",":",""
"1966","Austria","Less than 15 years",":",""
"1966","Austria","From 15 to 19 years",":",""
"1966","Poland","Total",":",""
"1966","Poland","Less than 15 years",":",""
"1966","Poland","From 15 to 19 years",":",""
"1966","Portugal","Total",":",""
"1966","Portugal","Less than 15 years",":",""
"1966","Portugal","From 15 to 19 years",":",""
"1966","Romania","Total",":",""
"1966","Romania","Less than 15 years",":",""
"1966","Romania","From 15 to 19 years",":",""
"1966","Slovenia","Total",":",""
"1966","Slovenia","Less than 15 years",":",""
"1966","Slovenia","From 15 to 19 years",":",""
"1966","Slovakia","Total","32,491",""
"1966","Slovakia","Less than 15 years",":",""
"1966","Slovakia","From 15 to 19 years",":",""
"1966","Finland","Total",":",""
"1966","Finland","Less than 15 years",":",""
"1966","Finland","From 15 to 19 years",":",""
"1966","Sweden","Total","5,375",""
"1966","Sweden","Less than 15 years","31",""
"1966","Sweden","From 15 to 19 years","1,027",""
"1966","United Kingdom","Total",":",""
"1966","United Kingdom","Less than 15 years",":",""
"1966","United Kingdom","From 15 to 19 years",":",""
"1966","Iceland","Total",":",""
"1966","Iceland","Less than 15 years",":",""
"1966","Iceland","From 15 to 19 years",":",""
"1966","Norway","Total",":",""
"1966","Norway","Less than 15 years",":",""
"1966","Norway","From 15 to 19 years",":",""
"1966","Switzerland","Total",":",""
"1966","Switzerland","Less than 15 years",":",""
"1966","Switzerland","From 15 to 19 years",":",""
"1966","Former Yugoslav Republic of Macedonia, the","Total",":",""
"1966","Former Yugoslav Republic of Macedonia, the","Less than 15 years",":",""
